"Year","Age","Female","Male","Total","OpenInterval"
1751,0,28214.05,28626.58,56840.63,FALSE
1751,1,26035.03,25682.81,51717.85,FALSE
1751,2,25880.11,25504.4,51384.51,FALSE
1751,3,23917.92,23500.67,47418.58,FALSE
1751,4,19876.49,19373.38,39249.87,FALSE
1751,5,18069.18,17539.21,35608.38,FALSE
1751,6,18051.53,17716.63,35768.16,FALSE
1751,7,17969.14,17912.86,35882,FALSE
1751,8,18115.02,18276.11,36391.13,FALSE
1751,9,18515.36,18800.71,37316.07,FALSE
1751,10,18505.14,18675.48,37180.62,FALSE
1751,11,17954.22,17886.97,35841.18,FALSE
1751,12,17322.98,17127.26,34450.24,FALSE
1751,13,16689.95,16450.93,33140.88,FALSE
1751,14,16140.99,15907.71,32048.7,FALSE
1751,15,16203.55,15743.08,31946.63,FALSE
1751,16,16741.36,15912.12,32653.48,FALSE
1751,17,17016.72,15906.3,32923.02,FALSE
1751,18,17152.6,15525.9,32678.49,FALSE
1751,19,17307.7,14968.11,32275.81,FALSE
1751,20,17115.33,14479.39,31594.71,FALSE
1751,21,16627.88,14054.87,30682.75,FALSE
1751,22,16218.95,13772.78,29991.73,FALSE
1751,23,15898.01,13782.11,29680.12,FALSE
1751,24,15537.16,13821.8,29358.96,FALSE
1751,25,15320.01,13829.11,29149.12,FALSE
1751,26,15358.54,13885.7,29244.24,FALSE
1751,27,15395.01,13812.16,29207.17,FALSE
1751,28,15390.89,13693.83,29084.72,FALSE
1751,29,15296.54,13593.1,28889.64,FALSE
1751,30,14725.04,13124.55,27849.6,FALSE
1751,31,13753.72,12289.69,26043.41,FALSE
1751,32,12770.3,11465.77,24236.07,FALSE
1751,33,11813.53,10734.49,22548.02,FALSE
1751,34,10955.35,10102.04,21057.39,FALSE
1751,35,10648.1,9873.71,20521.81,FALSE
1751,36,10922.23,10062.83,20985.06,FALSE
1751,37,11288.95,10285.33,21574.28,FALSE
1751,38,11701.36,10468.73,22170.09,FALSE
1751,39,12062.57,10547.08,22609.65,FALSE
1751,40,11679.85,10079.1,21758.96,FALSE
1751,41,10703.18,9234.48,19937.66,FALSE
1751,42,9820.49,8546.09,18366.58,FALSE
1751,43,8973.35,7950.53,16923.88,FALSE
1751,44,8137.8,7345.02,15482.81,FALSE
1751,45,7890.74,7113.12,15003.86,FALSE
1751,46,8328.6,7373.73,15702.33,FALSE
1751,47,8928.37,7729.47,16657.85,FALSE
1751,48,9675.99,8163.28,17839.27,FALSE
1751,49,10493.35,8597.01,19090.36,FALSE
1751,50,10365.54,8380.13,18745.66,FALSE
1751,51,9311.34,7535.87,16847.21,FALSE
1751,52,8281.95,6643.98,14925.92,FALSE
1751,53,7333.77,5791.5,13125.27,FALSE
1751,54,6465.72,5038.33,11504.05,FALSE
1751,55,6156.59,4724.62,10881.21,FALSE
1751,56,6432.94,4845.66,11278.6,FALSE
1751,57,6833.32,5049.44,11882.76,FALSE
1751,58,7429.4,5315.51,12744.91,FALSE
1751,59,8212.68,5600.18,13812.86,FALSE
1751,60,8532.21,5627.67,14159.88,FALSE
1751,61,8305.07,5434.27,13739.34,FALSE
1751,62,7901.73,5196.41,13098.14,FALSE
1751,63,7276.38,4889.2,12165.58,FALSE
1751,64,6537.64,4573.58,11111.22,FALSE
1751,65,6026.68,4305.39,10332.07,FALSE
1751,66,5823.37,4103.4,9926.78,FALSE
1751,67,5685.29,3920.99,9606.28,FALSE
1751,68,5577.1,3735.45,9312.55,FALSE
1751,69,5475.98,3521.9,8997.88,FALSE
1751,70,5083.68,3211.76,8295.45,FALSE
1751,71,4398.76,2830.62,7229.38,FALSE
1751,72,3731.97,2452.48,6184.45,FALSE
1751,73,3087.66,2072.32,5159.97,FALSE
1751,74,2485.12,1707.23,4192.35,FALSE
1751,75,2118.19,1445.17,3563.36,FALSE
1751,76,1976.61,1294.55,3271.16,FALSE
1751,77,1882.71,1182.98,3065.69,FALSE
1751,78,1839.56,1106.03,2945.59,FALSE
1751,79,1786.41,1052.81,2839.22,FALSE
1751,80,1638.91,966.81,2605.72,FALSE
1751,81,1429.59,839.84,2269.43,FALSE
1751,82,1224.5,715.06,1939.56,FALSE
1751,83,1028.06,597.24,1625.3,FALSE
1751,84,849.81,491.06,1340.86,FALSE
1751,85,698.16,398.36,1096.52,FALSE
1751,86,570.58,323.06,893.64,FALSE
1751,87,464.14,265.53,729.66,FALSE
1751,88,379.39,218.62,598,FALSE
1751,89,312.64,177.95,490.6,FALSE
1751,90,251.48,141.63,393.11,FALSE
1751,91,197.36,111.6,308.96,FALSE
1751,92,152.87,87.01,239.88,FALSE
1751,93,116.78,67.26,184.03,FALSE
1751,94,88.09,51.81,139.9,FALSE
1751,95,65.69,39.58,105.27,FALSE
1751,96,48.18,29.68,77.85,FALSE
1751,97,34.64,21.66,56.3,FALSE
1751,98,24.68,15.67,40.35,FALSE
1751,99,17.2,11.31,28.51,FALSE
1751,100,11.64,7.9,19.54,FALSE
1751,101,7.83,5.26,13.09,FALSE
1751,102,4.91,3.45,8.36,FALSE
1751,103,2.71,2.36,5.07,FALSE
1751,104,1.35,1.33,2.68,FALSE
1751,105,0.63,0.49,1.12,FALSE
1751,106,0.33,0.14,0.47,FALSE
1751,107,0.05,0,0.05,FALSE
1751,108,0,0,0,FALSE
1751,109,0,0,0,FALSE
1751,110,0,0,0,TRUE
1752,0,27339.47,28094.97,55434.44,FALSE
1752,1,26150.03,25779.34,51929.37,FALSE
1752,2,25767.88,25409.61,51177.49,FALSE
1752,3,25885.28,25523.33,51408.61,FALSE
1752,4,21572.3,21101.03,42673.33,FALSE
1752,5,17968.57,17428.59,35397.16,FALSE
1752,6,18086.16,17629.24,35715.39,FALSE
1752,7,18157.93,17903.74,36061.67,FALSE
1752,8,18134.98,18169.36,36304.34,FALSE
1752,9,18317.47,18578.04,36895.5,FALSE
1752,10,18737.98,19130.57,37868.55,FALSE
1752,11,18092.2,18205.86,36298.07,FALSE
1752,12,17550.27,17434.87,34985.14,FALSE
1752,13,16930.15,16692.85,33623,FALSE
1752,14,16310.67,16035.61,32346.28,FALSE
1752,15,15774.57,15509.74,31284.3,FALSE
1752,16,16348.56,15641.27,31989.83,FALSE
1752,17,16897.69,15812.3,32709.99,FALSE
1752,18,17179.94,15805.26,32985.2,FALSE
1752,19,17316.14,15420.64,32736.77,FALSE
1752,20,17470.54,14854.7,32325.24,FALSE
1752,21,16895.28,14355.27,31250.55,FALSE
1752,22,16408.02,13925.17,30333.19,FALSE
1752,23,15998.78,13639.59,29638.38,FALSE
1752,24,15677.12,13647.33,29324.45,FALSE
1752,25,15314.68,13686.6,29001.29,FALSE
1752,26,15340.05,13837.33,29177.38,FALSE
1752,27,15373.89,13894.8,29268.69,FALSE
1752,28,15404.88,13820.21,29225.09,FALSE
1752,29,15393.77,13698.26,29092.03,FALSE
1752,30,15291.43,13594.31,28885.73,FALSE
1752,31,14361.09,12858.41,27219.51,FALSE
1752,32,13402.41,12031.82,25434.23,FALSE
1752,33,12436.42,11218.93,23655.35,FALSE
1752,34,11502.61,10500.51,22003.13,FALSE
1752,35,10670.37,9882.24,20552.62,FALSE
1752,36,10761.2,9949.63,20710.83,FALSE
1752,37,11045.79,10144.43,21190.22,FALSE
1752,38,11419.82,10370.77,21790.59,FALSE
1752,39,11833.05,10553.7,22386.76,FALSE
1752,40,12191,10627.98,22818.97,FALSE
1752,41,11226.91,9754.9,20981.81,FALSE
1752,42,10270.18,8922.44,19192.61,FALSE
1752,43,9411.25,8245.8,17657.05,FALSE
1752,44,8593.18,7662.38,16255.56,FALSE
1752,45,7792.38,7070.67,14863.05,FALSE
1752,46,8050.32,7164.14,15214.46,FALSE
1752,47,8507.27,7428.17,15935.44,FALSE
1752,48,9126.28,7787.59,16913.87,FALSE
1752,49,9889.83,8221.53,18111.36,FALSE
1752,50,10723.48,8655.66,19379.14,FALSE
1752,51,9833.95,7961.84,17795.79,FALSE
1752,52,8809.14,7136.12,15945.26,FALSE
1752,53,7815.71,6272.55,14088.26,FALSE
1752,54,6907.93,5455.88,12363.81,FALSE
1752,55,6081.5,4741.86,10823.35,FALSE
1752,56,6261.38,4750.2,11011.58,FALSE
1752,57,6545.95,4879.53,11425.48,FALSE
1752,58,6948.64,5084.56,12033.2,FALSE
1752,59,7542.61,5343.49,12886.1,FALSE
1752,60,8325.7,5614.39,13940.09,FALSE
1752,61,8085.22,5345.38,13430.6,FALSE
1752,62,7842.19,5138.98,12981.17,FALSE
1752,63,7433.01,4896.48,12329.49,FALSE
1752,64,6819.21,4596.04,11415.25,FALSE
1752,65,6103.96,4295.44,10399.4,FALSE
1752,66,5823.1,4094.5,9917.6,FALSE
1752,67,5619.29,3900.18,9519.47,FALSE
1752,68,5474.99,3719.28,9194.28,FALSE
1752,69,5354.86,3529.13,8884,FALSE
1752,70,5237.42,3306.42,8543.84,FALSE
1752,71,4610.73,2938.35,7549.08,FALSE
1752,72,3944.76,2561.62,6506.38,FALSE
1752,73,3306.65,2195.14,5501.79,FALSE
1752,74,2700.77,1834.47,4535.23,FALSE
1752,75,2145.09,1495.59,3640.68,FALSE
1752,76,1967.9,1310.64,3278.54,FALSE
1752,77,1841.8,1173.94,3015.75,FALSE
1752,78,1756.79,1071.91,2828.69,FALSE
1752,79,1716.63,1000.1,2716.73,FALSE
1752,80,1664.62,980.18,2644.8,FALSE
1752,81,1452.24,852.11,2304.35,FALSE
1752,82,1244.27,727.82,1972.09,FALSE
1752,83,1047.87,608.9,1656.77,FALSE
1752,84,867.44,500.12,1367.56,FALSE
1752,85,711.24,405.45,1116.69,FALSE
1752,86,584.24,325.68,909.92,FALSE
1752,87,477.77,261.66,739.44,FALSE
1752,88,388.34,213.68,602.02,FALSE
1752,89,316.52,174.55,491.08,FALSE
1752,90,252.69,138.69,391.38,FALSE
1752,91,197.86,108.63,306.49,FALSE
1752,92,153.08,84.08,237.16,FALSE
1752,93,116.81,64.32,181.13,FALSE
1752,94,87.81,48.76,136.57,FALSE
1752,95,65.15,36.92,102.07,FALSE
1752,96,47.78,27.73,75.52,FALSE
1752,97,34.41,20.38,54.78,FALSE
1752,98,24.21,14.45,38.66,FALSE
1752,99,16.9,10.16,27.06,FALSE
1752,100,11.49,7.15,18.64,FALSE
1752,101,7.51,4.81,12.32,FALSE
1752,102,4.9,3,7.9,FALSE
1752,103,2.86,1.81,4.67,FALSE
1752,104,1.3,1.2,2.49,FALSE
1752,105,0.48,0.55,1.03,FALSE
1752,106,0.13,0.14,0.27,FALSE
1752,107,0,0,0,FALSE
1752,108,0,0,0,FALSE
1752,109,0,0,0,FALSE
1752,110,0,0,0,TRUE
1753,0,27268.88,27987.8,55256.68,FALSE
1753,1,26357.49,25990.44,52347.93,FALSE
1753,2,26332.18,26029.05,52361.23,FALSE
1753,3,26249.32,25991.43,52240.75,FALSE
1753,4,21813.71,21297.34,43111.05,FALSE
1753,5,18240.39,17667.56,35907.95,FALSE
1753,6,18271.1,17889.18,36160.29,FALSE
1753,7,18496.46,18186.8,36683.26,FALSE
1753,8,18643.21,18537.8,37181.01,FALSE
1753,9,18661.1,18856.3,37517.4,FALSE
1753,10,18864.41,19303.97,38168.38,FALSE
1753,11,18001.78,18262.19,36263.97,FALSE
1753,12,17375.46,17379.46,34754.92,FALSE
1753,13,16850.95,16643.93,33494.88,FALSE
1753,14,16252.57,15935.9,32188.48,FALSE
1753,15,15656.33,15309.6,30965.94,FALSE
1753,16,16161.38,15439.52,31600.91,FALSE
1753,17,16754.43,15571.44,32325.87,FALSE
1753,18,17320.67,15740.25,33060.92,FALSE
1753,19,17610.63,15728.49,33339.12,FALSE
1753,20,17748.33,15334.78,33083.12,FALSE
1753,21,17136.34,14762.06,31898.4,FALSE
1753,22,16566.1,14255.77,30821.88,FALSE
1753,23,16082.92,13821.22,29904.14,FALSE
1753,24,15676.92,13533.18,29210.1,FALSE
1753,25,15357.3,13540.26,28897.56,FALSE
1753,26,15486.63,13829.2,29315.84,FALSE
1753,27,15508.6,13982.92,29491.51,FALSE
1753,28,15537.81,14040.53,29578.34,FALSE
1753,29,15562.79,13962.51,29525.3,FALSE
1753,30,15543.98,13835.84,29379.82,FALSE
1753,31,14747.38,13239.02,27986.4,FALSE
1753,32,13840.11,12515.79,26355.9,FALSE
1753,33,12909.93,11705.67,24615.6,FALSE
1753,34,11977.51,10911.38,22888.89,FALSE
1753,35,11080.44,10212.52,21292.96,FALSE
1753,36,11002.59,10158.65,21161.24,FALSE
1753,37,11103.24,10230.74,21333.98,FALSE
1753,38,11399.28,10430.61,21829.89,FALSE
1753,39,11781.96,10658.69,22440.65,FALSE
1753,40,12200.21,10838.32,23038.53,FALSE
1753,41,11473.08,10141.98,21615.06,FALSE
1753,42,10548.79,9290.84,19839.64,FALSE
1753,43,9637.69,8483.13,18120.82,FALSE
1753,44,8826.44,7831.08,16657.51,FALSE
1753,45,8059.75,7273.64,15333.39,FALSE
1753,46,8213.05,7288.88,15501.93,FALSE
1753,47,8495.45,7388.67,15884.12,FALSE
1753,48,8983.77,7661.77,16645.55,FALSE
1753,49,9638.35,8029.11,17667.46,FALSE
1753,50,10441.89,8470.19,18912.08,FALSE
1753,51,9875.26,8044.99,17920.25,FALSE
1753,52,9038.03,7380.95,16418.98,FALSE
1753,53,8079.94,6599.81,14679.74,FALSE
1753,54,7157.19,5790.94,12948.13,FALSE
1753,55,6319.26,5033.2,11352.46,FALSE
1753,56,6419.8,4920.01,11339.81,FALSE
1753,57,6613.45,4937.36,11550.81,FALSE
1753,58,6910.27,5073.28,11983.55,FALSE
1753,59,7324.78,5279.54,12604.32,FALSE
1753,60,7937.86,5534.71,13472.57,FALSE
1753,61,7728.98,5278.49,13007.47,FALSE
1753,62,7479.91,5002.33,12482.24,FALSE
1753,63,7237.69,4795.98,12033.67,FALSE
1753,64,6847.09,4563.91,11411,FALSE
1753,65,6269.29,4283.07,10552.36,FALSE
1753,66,5969.64,4110.54,10080.18,FALSE
1753,67,5684.57,3915.91,9600.48,FALSE
1753,68,5469.43,3720.28,9189.71,FALSE
1753,69,5306.4,3530.54,8836.94,FALSE
1753,70,5161.82,3325.77,8487.58,FALSE
1753,71,4654.11,3003.24,7657.35,FALSE
1753,72,4052.56,2638.58,6691.14,FALSE
1753,73,3425.78,2274.19,5699.97,FALSE
1753,74,2838.11,1928.95,4767.07,FALSE
1753,75,2292.47,1597.49,3889.96,FALSE
1753,76,2072.41,1387.35,3459.76,FALSE
1753,77,1904.99,1212.73,3117.72,FALSE
1753,78,1784.81,1083.57,2868.38,FALSE
1753,79,1700.96,985.73,2686.7,FALSE
1753,80,1709.82,1009.53,2719.35,FALSE
1753,81,1494.49,875.64,2370.13,FALSE
1753,82,1285.81,751.41,2037.21,FALSE
1753,83,1087.09,633.48,1720.58,FALSE
1753,84,905.5,523.47,1428.97,FALSE
1753,85,744.41,425.54,1169.95,FALSE
1753,86,609.48,342.72,952.2,FALSE
1753,87,500.75,273.14,773.89,FALSE
1753,88,409.18,217.61,626.79,FALSE
1753,89,331.26,176.38,507.64,FALSE
1753,90,263.2,140.76,403.96,FALSE
1753,91,206.17,109.73,315.9,FALSE
1753,92,159.68,84.45,244.13,FALSE
1753,93,122.17,64.11,186.28,FALSE
1753,94,92.15,47.99,140.14,FALSE
1753,95,68.41,35.55,103.96,FALSE
1753,96,50.1,26.35,76.46,FALSE
1753,97,36.3,19.38,55.68,FALSE
1753,98,25.77,13.85,39.62,FALSE
1753,99,17.81,9.41,27.23,FALSE
1753,100,12.24,6.31,18.56,FALSE
1753,101,8.15,4.26,12.41,FALSE
1753,102,5.15,2.66,7.81,FALSE
1753,103,3.26,1.42,4.68,FALSE
1753,104,1.74,0.67,2.41,FALSE
1753,105,0.65,0.37,1.02,FALSE
1753,106,0.14,0.15,0.29,FALSE
1753,107,0,0,0,FALSE
1753,108,0,0,0,FALSE
1753,109,0,0,0,FALSE
1753,110,0,0,0,TRUE
1754,0,27811.38,28472.34,56283.72,FALSE
1754,1,26089.93,25729.1,51819.03,FALSE
1754,2,26145.04,25898.07,52043.11,FALSE
1754,3,26442.59,26273.44,52716.04,FALSE
1754,4,22378.02,21835.95,44213.97,FALSE
1754,5,18692.75,17970.99,36663.74,FALSE
1754,6,18537.33,18108.93,36646.26,FALSE
1754,7,18672.61,18426.69,37099.3,FALSE
1754,8,18977.82,18801.43,37779.24,FALSE
1754,9,19167.99,19206.81,38374.8,FALSE
1754,10,19195.7,19556.15,38751.85,FALSE
1754,11,18109.7,18404.42,36514.12,FALSE
1754,12,17270.38,17407.47,34677.85,FALSE
1754,13,16662.76,16563.29,33226.05,FALSE
1754,14,16157.07,15860.6,32017.67,FALSE
1754,15,15583.2,15184.95,30768.15,FALSE
1754,16,16052.77,15334.57,31387.34,FALSE
1754,17,16576.42,15465.3,32041.72,FALSE
1754,18,17188.51,15595.39,32783.9,FALSE
1754,19,17770.71,15760.49,33531.2,FALSE
1754,20,18065.39,15740.73,33806.12,FALSE
1754,21,17404.17,15138.99,32543.15,FALSE
1754,22,16796.43,14563.53,31359.95,FALSE
1754,23,16230.96,14056.66,30287.61,FALSE
1754,24,15752.42,13622.73,29375.15,FALSE
1754,25,15350.71,13337.06,28687.77,FALSE
1754,26,15575.91,13700.9,29276.8,FALSE
1754,27,15704.86,13995.75,29700.61,FALSE
1754,28,15721.7,14151.25,29872.95,FALSE
1754,29,15743.69,14207.45,29951.14,FALSE
1754,30,15759.85,14124.74,29884.59,FALSE
1754,31,15034.48,13510.63,28545.12,FALSE
1754,32,14252.95,12921.07,27174.02,FALSE
1754,33,13368.44,12209.29,25577.72,FALSE
1754,34,12466.69,11414.34,23881.03,FALSE
1754,35,11567.34,10637.77,22205.12,FALSE
1754,36,11364.39,10488.08,21852.47,FALSE
1754,37,11290.12,10433.25,21723.38,FALSE
1754,38,11395.3,10504.59,21899.89,FALSE
1754,39,11697.21,10703.96,22401.17,FALSE
1754,40,12083.85,10929.26,23013.11,FALSE
1754,41,11560.66,10375.16,21935.82,FALSE
1754,42,10857.73,9691.73,20549.46,FALSE
1754,43,9970.82,8863.82,18834.64,FALSE
1754,44,9101.59,8084.12,17185.71,FALSE
1754,45,8332.84,7460.91,15793.75,FALSE
1754,46,8440.3,7473.71,15914,FALSE
1754,47,8608.81,7494.35,16103.16,FALSE
1754,48,8909.56,7597.14,16506.7,FALSE
1754,49,9424.05,7874.93,17298.97,FALSE
1754,50,10110.87,8245.94,18356.81,FALSE
1754,51,9704.93,7966.72,17671.65,FALSE
1754,52,9165.39,7551.08,16716.48,FALSE
1754,53,8375.2,6912.43,15287.62,FALSE
1754,54,7475.08,6167.78,13642.86,FALSE
1754,55,6611.82,5401.98,12013.79,FALSE
1754,56,6620.38,5179.81,11800.19,FALSE
1754,57,6726.64,5066.1,11792.74,FALSE
1754,58,6924.69,5084.05,12008.74,FALSE
1754,59,7225.18,5220.85,12446.03,FALSE
1754,60,7645.48,5426.52,13072,FALSE
1754,61,7443.75,5230.35,12674.1,FALSE
1754,62,7223.68,4969.7,12193.38,FALSE
1754,63,6971.15,4694.34,11665.49,FALSE
1754,64,6731.98,4492.15,11224.14,FALSE
1754,65,6356.69,4269.29,10625.98,FALSE
1754,66,6101.61,4114.35,10215.96,FALSE
1754,67,5793.55,3941.1,9734.65,FALSE
1754,68,5494.36,3741.01,9235.37,FALSE
1754,69,5259.91,3535.3,8795.21,FALSE
1754,70,5074.16,3332.19,8406.35,FALSE
1754,71,4639.75,3039.08,7678.83,FALSE
1754,72,4144.18,2718.12,6862.3,FALSE
1754,73,3570.57,2363.75,5934.33,FALSE
1754,74,2984.68,2017.63,5002.3,FALSE
1754,75,2447.33,1697.6,4144.93,FALSE
1754,76,2198.99,1475.82,3674.8,FALSE
1754,77,1986.83,1275.6,3262.43,FALSE
1754,78,1823.28,1107.86,2931.14,FALSE
1754,79,1702.26,982.59,2684.85,FALSE
1754,80,1748.79,1036.63,2785.41,FALSE
1754,81,1524.06,890.3,2414.36,FALSE
1754,82,1312.69,761.87,2074.56,FALSE
1754,83,1113.58,646.1,1759.68,FALSE
1754,84,930.06,539.62,1469.68,FALSE
1754,85,768.25,443.33,1211.58,FALSE
1754,86,629.09,360.02,989.11,FALSE
1754,87,513.2,289.5,802.7,FALSE
1754,88,420.33,229.77,650.1,FALSE
1754,89,341.44,181.62,523.05,FALSE
1754,90,269.44,142.05,411.49,FALSE
1754,91,210.63,109.68,320.31,FALSE
1754,92,162.76,83.98,246.75,FALSE
1754,93,124.3,63.35,187.65,FALSE
1754,94,93.74,47,140.74,FALSE
1754,95,69.61,34.27,103.88,FALSE
1754,96,50.8,24.67,75.48,FALSE
1754,97,36.56,17.83,54.39,FALSE
1754,98,26.03,12.77,38.8,FALSE
1754,99,18.1,8.79,26.89,FALSE
1754,100,12.18,5.59,17.77,FALSE
1754,101,8.17,3.45,11.63,FALSE
1754,102,5.25,2.15,7.4,FALSE
1754,103,3.12,1.11,4.24,FALSE
1754,104,1.86,0.31,2.17,FALSE
1754,105,0.79,0,0.79,FALSE
1754,106,0.13,0,0.13,FALSE
1754,107,0,0,0,FALSE
1754,108,0,0,0,FALSE
1754,109,0,0,0,FALSE
1754,110,0,0,0,TRUE
1755,0,28540.48,29121.24,57661.72,FALSE
1755,1,25941.41,25680.93,51622.34,FALSE
1755,2,25793.9,25507.23,51301.14,FALSE
1755,3,26242.69,26042.94,52285.63,FALSE
1755,4,22594.21,22148.76,44742.97,FALSE
1755,5,19220.01,18477.55,37697.56,FALSE
1755,6,19037.32,18437.6,37474.93,FALSE
1755,7,18955.91,18682.32,37638.23,FALSE
1755,8,19152,19084.18,38236.18,FALSE
1755,9,19503.51,19517.85,39021.37,FALSE
1755,10,19717.28,19957.56,39674.83,FALSE
1755,11,18470.98,18708.35,37179.32,FALSE
1755,12,17422.39,17599.87,35022.26,FALSE
1755,13,16613.36,16642.22,33255.58,FALSE
1755,14,16029.14,15833,31862.15,FALSE
1755,15,15544.38,15162.03,30706.41,FALSE
1755,16,15977.53,15281.26,31258.79,FALSE
1755,17,16463.66,15433.6,31897.26,FALSE
1755,18,17003.22,15563.43,32566.65,FALSE
1755,19,17631.76,15689.14,33320.9,FALSE
1755,20,18226.79,15845.71,34072.5,FALSE
1755,21,17635.89,15303.41,32939.31,FALSE
1755,22,16982.21,14706.77,31688.99,FALSE
1755,23,16381.96,14138.62,30520.58,FALSE
1755,24,15824.56,13640.75,29465.31,FALSE
1755,25,15353.25,13216.08,28569.33,FALSE
1755,26,15601.88,13526.19,29128.07,FALSE
1755,27,15828.09,13898.92,29727.02,FALSE
1755,28,15953.07,14199.42,30152.48,FALSE
1755,29,15960.64,14355.38,30316.02,FALSE
1755,30,15971.58,14408.79,30380.36,FALSE
1755,31,15240.82,13738.43,28979.25,FALSE
1755,32,14527.84,13133.16,27661,FALSE
1755,33,13766.29,12554.46,26320.75,FALSE
1755,34,12910.55,11858.35,24768.9,FALSE
1755,35,12043.54,11083.7,23127.23,FALSE
1755,36,11851.41,10895.16,22746.57,FALSE
1755,37,11648.51,10741.02,22389.54,FALSE
1755,38,11571.44,10680.5,22251.94,FALSE
1755,39,11672.68,10746.12,22418.8,FALSE
1755,40,11971.41,10941.17,22912.58,FALSE
1755,41,11502.95,10433.85,21936.8,FALSE
1755,42,10990.37,9890.03,20880.4,FALSE
1755,43,10311.9,9226.86,19538.75,FALSE
1755,44,9463.05,8429.84,17892.89,FALSE
1755,45,8637.25,7685.29,16322.53,FALSE
1755,46,8702.63,7683.31,16385.95,FALSE
1755,47,8825.09,7702.83,16527.93,FALSE
1755,48,9006.13,7724.3,16730.43,FALSE
1755,49,9321.22,7825.34,17146.56,FALSE
1755,50,9857.68,8104.57,17962.25,FALSE
1755,51,9411.56,7763.91,17175.47,FALSE
1755,52,9020.89,7486.8,16507.69,FALSE
1755,53,8507.68,7083.02,15590.69,FALSE
1755,54,7761.61,6469.96,14231.57,FALSE
1755,55,6915.14,5759.42,12674.56,FALSE
1755,56,6935.43,5565.28,12500.7,FALSE
1755,57,6941.59,5333.04,12274.63,FALSE
1755,58,7046.09,5211.98,12258.07,FALSE
1755,59,7242.36,5226.74,12469.1,FALSE
1755,60,7543.48,5364.64,12908.13,FALSE
1755,61,7202.15,5127.01,12329.15,FALSE
1755,62,6989.02,4929.19,11918.2,FALSE
1755,63,6763.41,4670.81,11434.22,FALSE
1755,64,6511.46,4400.6,10912.06,FALSE
1755,65,6277.62,4204.3,10481.91,FALSE
1755,66,6132.26,4093.62,10225.88,FALSE
1755,67,5869.69,3935.95,9805.64,FALSE
1755,68,5549.04,3756.32,9305.36,FALSE
1755,69,5232.92,3546.3,8779.23,FALSE
1755,70,4978.74,3328.28,8307.02,FALSE
1755,71,4577.76,3036.92,7614.68,FALSE
1755,72,4150.41,2745.41,6895.82,FALSE
1755,73,3674.35,2433.57,6107.92,FALSE
1755,74,3133.2,2096.01,5229.21,FALSE
1755,75,2589.54,1773.11,4362.65,FALSE
1755,76,2317.95,1560.21,3878.16,FALSE
1755,77,2075.38,1347.77,3423.16,FALSE
1755,78,1865.42,1154.43,3019.84,FALSE
1755,79,1701.25,991.29,2692.53,FALSE
1755,80,1782.47,1069.48,2851.95,FALSE
1755,81,1544.22,906.29,2450.52,FALSE
1755,82,1323.72,765.84,2089.55,FALSE
1755,83,1122.44,646.26,1768.69,FALSE
1755,84,939.27,542.31,1481.58,FALSE
1755,85,776.46,449.92,1226.37,FALSE
1755,86,637.77,368.79,1006.56,FALSE
1755,87,518.97,298.48,817.45,FALSE
1755,88,420.4,238.72,659.12,FALSE
1755,89,341.81,187.5,529.31,FALSE
1755,90,271.28,143.7,414.99,FALSE
1755,91,211.5,110.14,321.64,FALSE
1755,92,163.07,83.77,246.84,FALSE
1755,93,124.29,63.22,187.51,FALSE
1755,94,93.64,46.95,140.59,FALSE
1755,95,69.69,34.23,103.92,FALSE
1755,96,51.05,24.47,75.52,FALSE
1755,97,36.71,17.26,53.97,FALSE
1755,98,26.04,12.31,38.35,FALSE
1755,99,18.31,8.72,27.03,FALSE
1755,100,12.54,5.86,18.4,FALSE
1755,101,8.24,3.5,11.75,FALSE
1755,102,5.44,2,7.44,FALSE
1755,103,3.38,1.15,4.53,FALSE
1755,104,1.87,0.55,2.42,FALSE
1755,105,1.04,0.15,1.19,FALSE
1755,106,0.48,0,0.48,FALSE
1755,107,0.13,0,0.13,FALSE
1755,108,0,0,0,FALSE
1755,109,0,0,0,FALSE
1755,110,0,0,0,TRUE
1756,0,28408.6,28864.84,57273.44,FALSE
1756,1,25807.4,25671.77,51479.17,FALSE
1756,2,25939.54,25562.87,51502.4,FALSE
1756,3,26193.77,25756.32,51950.1,FALSE
1756,4,22263.47,22087.39,44350.85,FALSE
1756,5,19263.1,18857.71,38120.82,FALSE
1756,6,19612.98,18916.99,38529.96,FALSE
1756,7,19535.14,19019.97,38555.11,FALSE
1756,8,19524.64,19370.46,38895.1,FALSE
1756,9,19774.32,19843.44,39617.75,FALSE
1756,10,20163.55,20315.22,40478.78,FALSE
1756,11,19030.46,19141.16,38171.63,FALSE
1756,12,17825.12,17933.13,35758.26,FALSE
1756,13,16811.9,16865.02,33676.92,FALSE
1756,14,16031.61,15946.67,31978.28,FALSE
1756,15,15469.61,15175.56,30645.16,FALSE
1756,16,15891.17,15221.81,31112.98,FALSE
1756,17,16339.57,15346.63,31686.21,FALSE
1756,18,16840.21,15499.33,32339.55,FALSE
1756,19,17393.53,15623.54,33017.06,FALSE
1756,20,18035.87,15737.15,33773.02,FALSE
1756,21,17677.41,15282.35,32959.76,FALSE
1756,22,17096.35,14745.37,31841.72,FALSE
1756,23,16455.23,14159.77,30615,FALSE
1756,24,15866.94,13605.96,29472.89,FALSE
1756,25,15320.92,13123.67,28444.59,FALSE
