"Year","Age","Female","Male","Total","OpenInterval"
1772,56,290.75,316.07,606.82,FALSE
1772,57,289.83,312.7,602.53,FALSE
1772,58,305.49,326.22,631.71,FALSE
1772,59,337.71,356.66,694.37,FALSE
1772,60,381.13,398.29,779.42,FALSE
1772,61,414.33,428.39,842.72,FALSE
1772,62,431.97,441.23,873.2,FALSE
1772,63,434.03,436.86,870.89,FALSE
1772,64,420.52,415.22,835.74,FALSE
1772,65,396.56,381.55,778.11,FALSE
1772,66,382.68,356.58,739.26,FALSE
1772,67,384,345.5,729.5,FALSE
1772,68,400.51,348.32,748.83,FALSE
1772,69,432.23,365.04,797.27,FALSE
1772,70,473.03,390.53,863.56,FALSE
1772,71,498.42,404.3,902.72,FALSE
1772,72,502.31,401.23,903.54,FALSE
1772,73,484.68,381.34,866.02,FALSE
1772,74,445.55,344.61,790.16,FALSE
1772,75,390.86,295.65,686.51,FALSE
1772,76,344.47,252.96,597.43,FALSE
1772,77,312.34,221.13,533.47,FALSE
1772,78,294.47,200.17,494.64,FALSE
1772,79,290.86,190.09,480.95,FALSE
1772,80,297.29,188.18,485.47,FALSE
1772,81,296.84,183.68,480.52,FALSE
1772,82,285.29,173.89,459.18,FALSE
1772,83,262.66,158.81,421.47,FALSE
1772,84,228.91,138.44,367.35,FALSE
1772,85,187.14,114.31,301.45,FALSE
1772,86,149.59,92.5,242.09,FALSE
1772,87,119.31,74.55,193.86,FALSE
1772,88,96.33,60.44,156.77,FALSE
1772,89,80.63,50.19,130.82,FALSE
1772,90,89.33,46.97,136.3,FALSE
1772,91,74.44,38.46,112.9,FALSE
1772,92,61.31,31.15,92.46,FALSE
1772,93,49.89,24.94,74.83,FALSE
1772,94,40.08,19.74,59.82,FALSE
1772,95,31.79,15.43,47.22,FALSE
1772,96,24.89,11.93,36.82,FALSE
1772,97,19.21,9.09,28.3,FALSE
1772,98,14.63,6.86,21.49,FALSE
1772,99,10.99,5.1,16.09,FALSE
1772,100,8.13,3.74,11.87,FALSE
1772,101,5.92,2.71,8.63,FALSE
1772,102,4.26,1.93,6.19,FALSE
1772,103,3.01,1.36,4.37,FALSE
1772,104,2.09,0.95,3.04,FALSE
1772,105,1.44,0.64,2.08,FALSE
1772,106,0.96,0,0.96,FALSE
1772,107,0.64,0,0.64,FALSE
1772,108,0,0,0,FALSE
1772,109,0,0,0,FALSE
1772,110,0,0,0,TRUE
1773,0,6938,7687,14625,FALSE
1773,1,3728.83,3803.03,7531.86,FALSE
1773,2,2288.17,2339.97,4628.14,FALSE
1773,3,2037.46,2057.58,4095.04,FALSE
1773,4,1828.55,1841.41,3669.96,FALSE
1773,5,1430.16,1462.76,2892.92,FALSE
1773,6,1065.26,1121.33,2186.59,FALSE
1773,7,789.58,867.04,1656.62,FALSE
1773,8,603.12,699.92,1303.04,FALSE
1773,9,505.88,619.95,1125.83,FALSE
1773,10,482.38,610.03,1092.41,FALSE
1773,11,470.63,601.81,1072.44,FALSE
1773,12,455.13,578.2,1033.33,FALSE
1773,13,435.92,539.18,975.1,FALSE
1773,14,412.95,484.79,897.74,FALSE
1773,15,387.72,420.71,808.43,FALSE
1773,16,366.09,369.84,735.93,FALSE
1773,17,349.53,337.88,687.41,FALSE
1773,18,338.03,324.84,662.87,FALSE
1773,19,331.62,330.73,662.35,FALSE
1773,20,329.19,350.99,680.18,FALSE
1773,21,326.52,367.5,694.02,FALSE
1773,22,322.52,375.7,698.22,FALSE
1773,23,317.2,375.61,692.81,FALSE
1773,24,310.56,367.21,677.77,FALSE
1773,25,303.79,352.68,656.47,FALSE
1773,26,301.67,340.67,642.34,FALSE
1773,27,305.37,333.32,638.69,FALSE
1773,28,314.91,330.66,645.57,FALSE
1773,29,330.28,332.66,662.94,FALSE
1773,30,348.8,337.83,686.63,FALSE
1773,31,359.8,340.16,699.96,FALSE
1773,32,360.61,338.14,698.75,FALSE
1773,33,351.19,331.79,682.98,FALSE
1773,34,331.59,321.09,652.68,FALSE
1773,35,306.26,308.5,614.76,FALSE
1773,36,293.2,303.8,597,FALSE
1773,37,296.86,309.45,606.31,FALSE
1773,38,317.27,325.45,642.72,FALSE
1773,39,354.41,351.8,706.21,FALSE
1773,40,402.7,384.54,787.24,FALSE
1773,41,439.71,407.9,847.61,FALSE
1773,42,459.86,417.93,877.79,FALSE
1773,43,463.16,414.63,877.79,FALSE
1773,44,449.57,398,847.57,FALSE
1773,45,424.43,372.85,797.28,FALSE
1773,46,409,358.45,767.45,FALSE
1773,47,408.58,359.63,768.21,FALSE
1773,48,423.18,376.38,799.56,FALSE
1773,49,452.8,408.69,861.49,FALSE
1773,50,491.97,450.85,942.82,FALSE
1773,51,518.79,479.88,998.67,FALSE
1773,52,527.8,490.06,1017.86,FALSE
1773,53,519.02,481.38,1000.4,FALSE
1773,54,492.43,453.85,946.28,FALSE
1773,55,454.69,413.82,868.51,FALSE
1773,56,432.47,386.77,819.24,FALSE
1773,57,432.42,379.06,811.48,FALSE
1773,58,454.55,390.69,845.24,FALSE
1773,59,498.86,421.66,920.52,FALSE
1773,60,557.51,465.49,1023,FALSE
1773,61,599.07,496.27,1095.34,FALSE
1773,62,615.72,507.53,1123.25,FALSE
1773,63,607.45,499.26,1106.71,FALSE
1773,64,574.25,471.45,1045.7,FALSE
1773,65,524.39,430.45,954.84,FALSE
1773,66,490.89,401.52,892.41,FALSE
1773,67,481.99,391,872.99,FALSE
1773,68,497.7,398.88,896.58,FALSE
1773,69,538.01,425.15,963.16,FALSE
1773,70,593.6,462.83,1056.43,FALSE
1773,71,627.11,483.96,1111.07,FALSE
1773,72,629.21,481.55,1110.76,FALSE
1773,73,599.9,455.58,1055.48,FALSE
1773,74,539.18,406.07,945.25,FALSE
1773,75,455.73,339.48,795.21,FALSE
1773,76,384.34,281.67,666.01,FALSE
1773,77,333.67,239.14,572.81,FALSE
1773,78,303.73,211.86,515.59,FALSE
1773,79,294.53,199.85,494.38,FALSE
1773,80,300.74,199.43,500.17,FALSE
1773,81,301.12,195.95,497.07,FALSE
1773,82,290.35,185.73,476.08,FALSE
1773,83,268.43,168.78,437.21,FALSE
1773,84,235.36,145.1,380.46,FALSE
1773,85,194.1,116.62,310.72,FALSE
1773,86,156.47,91.05,247.52,FALSE
1773,87,125.42,70.35,195.77,FALSE
1773,88,100.95,54.49,155.44,FALSE
1773,89,83.06,43.49,126.55,FALSE
1773,90,74.82,39.37,114.19,FALSE
1773,91,60.48,30.94,91.42,FALSE
1773,92,48.25,23.97,72.22,FALSE
1773,93,37.96,18.31,56.27,FALSE
1773,94,29.44,13.78,43.22,FALSE
1773,95,22.51,10.22,32.73,FALSE
1773,96,16.95,7.46,24.41,FALSE
1773,97,12.57,5.37,17.94,FALSE
1773,98,9.18,3.8,12.98,FALSE
1773,99,6.6,2.64,9.24,FALSE
1773,100,4.67,1.81,6.48,FALSE
1773,101,3.24,1.22,4.46,FALSE
1773,102,2.22,0.81,3.03,FALSE
1773,103,1.49,0.29,1.78,FALSE
1773,104,0.99,0,0.99,FALSE
1773,105,0.65,0,0.65,FALSE
1773,106,0,0,0,FALSE
1773,107,0,0,0,FALSE
1773,108,0,0,0,FALSE
1773,109,0,0,0,FALSE
1773,110,0,0,0,TRUE
1774,0,5371,6083,11454,FALSE
1774,1,1209.73,1274.35,2484.08,FALSE
1774,2,799.27,846.65,1645.92,FALSE
1774,3,554.08,567.88,1121.96,FALSE
1774,4,390.93,394.12,785.05,FALSE
1774,5,282.49,301.18,583.67,FALSE
1774,6,202.71,236.22,438.93,FALSE
1774,7,145.06,186.03,331.09,FALSE
1774,8,109.56,150.61,260.17,FALSE
1774,9,96.18,129.95,226.13,FALSE
1774,10,100.77,121.77,222.54,FALSE
1774,11,106.56,116.83,223.39,FALSE
1774,12,109.38,112.85,222.23,FALSE
1774,13,109.21,109.81,219.02,FALSE
1774,14,106.08,107.73,213.81,FALSE
1774,15,101.05,106.72,207.77,FALSE
1774,16,98.53,107.27,205.8,FALSE
1774,17,99.61,109.52,209.13,FALSE
1774,18,104.27,113.44,217.71,FALSE
1774,19,112.54,119.04,231.58,FALSE
1774,20,123.34,125.72,249.06,FALSE
1774,21,132.43,130.99,263.42,FALSE
1774,22,138.76,134.23,272.99,FALSE
1774,23,142.33,135.44,277.77,FALSE
1774,24,143.14,134.62,277.76,FALSE
1774,25,141.78,132.22,274,FALSE
1774,26,140.76,129.94,270.7,FALSE
1774,27,140.67,128.23,268.9,FALSE
1774,28,141.51,127.09,268.6,FALSE
1774,29,143.28,126.52,269.8,FALSE
1774,30,145.67,126.3,271.97,FALSE
1774,31,147.41,125.62,273.03,FALSE
1774,32,148.17,124.27,272.44,FALSE
1774,33,147.97,122.25,270.22,FALSE
1774,34,146.79,119.56,266.35,FALSE
1774,35,145.27,116.85,262.12,FALSE
1774,36,145.92,116.81,262.73,FALSE
1774,37,149.39,120.08,269.47,FALSE
1774,38,155.66,126.67,282.33,FALSE
1774,39,164.75,136.59,301.34,FALSE
1774,40,175.38,148.57,323.95,FALSE
1774,41,182.48,157.64,340.12,FALSE
1774,42,184.79,162.56,347.35,FALSE
1774,43,182.31,163.31,345.62,FALSE
1774,44,175.05,159.91,334.96,FALSE
1774,45,164.75,153.65,318.4,FALSE
1774,46,158.42,149.75,308.17,FALSE
1774,47,157.86,149.53,307.39,FALSE
1774,48,163.03,152.98,316.01,FALSE
1774,49,173.95,160.09,334.04,FALSE
1774,50,188.42,169.59,358.01,FALSE
1774,51,197.75,176.28,374.03,FALSE
1774,52,199.73,178.89,378.62,FALSE
1774,53,194.39,177.41,371.8,FALSE
1774,54,181.71,171.83,353.54,FALSE
1774,55,164.64,163.67,328.31,FALSE
1774,56,154.92,158.92,313.84,FALSE
1774,57,155.5,159.09,314.59,FALSE
1774,58,166.38,164.17,330.55,FALSE
1774,59,187.56,174.16,361.72,FALSE
1774,60,215.9,187.52,403.42,FALSE
1774,61,238.91,198.04,436.95,FALSE
1774,62,253.46,204.19,457.65,FALSE
1774,63,259.55,205.95,465.5,FALSE
1774,64,257.17,203.32,460.49,FALSE
1774,65,248.91,197.46,446.37,FALSE
1774,66,245,193.04,438.04,FALSE
1774,67,248.06,191.21,439.27,FALSE
1774,68,258.05,191.97,450.02,FALSE
1774,69,274.98,195.32,470.3,FALSE
1774,70,295.75,200.05,495.8,FALSE
1774,71,307.91,201.36,509.27,FALSE
1774,72,308.33,198.04,506.37,FALSE
1774,73,297.03,190.08,487.11,FALSE
1774,74,274,177.48,451.48,FALSE
1774,75,242.38,161.51,403.89,FALSE
1774,76,214.71,147.17,361.88,FALSE
1774,77,194.12,135.71,329.83,FALSE
1774,78,180.61,127.14,307.75,FALSE
1774,79,174.18,121.47,295.65,FALSE
1774,80,172.81,117.73,290.54,FALSE
1774,81,168.39,112.19,280.58,FALSE
1774,82,158.88,103.93,262.81,FALSE
1774,83,144.29,92.94,237.23,FALSE
1774,84,124.63,79.21,203.84,FALSE
1774,85,101.39,63.64,165.03,FALSE
1774,86,80.66,49.85,130.51,FALSE
1774,87,63.98,38.73,102.71,FALSE
1774,88,51.31,30.28,81.59,FALSE
1774,89,42.68,24.5,67.18,FALSE
1774,90,46.97,26.06,73.03,FALSE
1774,91,38.81,20.67,59.48,FALSE
1774,92,31.71,16.13,47.84,FALSE
1774,93,25.61,12.4,38.01,FALSE
1774,94,20.43,9.37,29.8,FALSE
1774,95,16.1,6.97,23.07,FALSE
1774,96,12.53,5.09,17.62,FALSE
1774,97,9.61,3.65,13.26,FALSE
1774,98,7.29,2.57,9.86,FALSE
1774,99,5.45,1.78,7.23,FALSE
1774,100,4.02,1.21,5.23,FALSE
1774,101,2.92,0.8,3.72,FALSE
1774,102,2.1,0.29,2.39,FALSE
1774,103,1.47,0,1.47,FALSE
1774,104,1.03,0,1.03,FALSE
1774,105,0.71,0,0.71,FALSE
1774,106,0.26,0,0.26,FALSE
1774,107,0,0,0,FALSE
1774,108,0,0,0,FALSE
1774,109,0,0,0,FALSE
1774,110,0,0,0,TRUE
1775,0,6120,7109,13229,FALSE
1775,1,1487.72,1553.52,3041.24,FALSE
1775,2,992.28,1028.48,2020.76,FALSE
1775,3,663.54,707.41,1370.95,FALSE
1775,4,447.46,494.59,942.05,FALSE
1775,5,318.29,356.85,675.14,FALSE
1775,6,227.11,257.2,484.31,FALSE
1775,7,161.66,186.37,348.03,FALSE
1775,8,121.95,144.37,266.32,FALSE
1775,9,107.99,131.21,239.2,FALSE
1775,10,114.88,141.1,255.98,FALSE
1775,11,123.1,150.86,273.96,FALSE
1775,12,127.76,154.71,282.47,FALSE
1775,13,128.86,152.65,281.51,FALSE
1775,14,126.4,144.68,271.08,FALSE
1775,15,121.37,132.58,253.95,FALSE
1775,16,117.77,123.49,241.26,FALSE
1775,17,116.58,119.2,235.78,FALSE
1775,18,117.81,119.71,237.52,FALSE
1775,19,121.48,125.03,246.51,FALSE
1775,20,127.06,133.88,260.94,FALSE
1775,21,132.58,141.22,273.8,FALSE
1775,22,137.55,145.78,283.33,FALSE
1775,23,141.97,147.56,289.53,FALSE
1775,24,145.83,146.57,292.4,FALSE
1775,25,149.15,143.48,292.63,FALSE
1775,26,151.91,141.02,292.93,FALSE
1775,27,154.15,139.88,294.03,FALSE
1775,28,155.82,140.06,295.88,FALSE
1775,29,156.97,141.55,298.52,FALSE
1775,30,157.57,143.72,301.29,FALSE
1775,31,157.62,144.04,301.66,FALSE
1775,32,157.14,141.89,299.03,FALSE
1775,33,156.11,137.24,293.35,FALSE
1775,34,154.55,130.12,284.67,FALSE
1775,35,153.01,121.88,274.89,FALSE
1775,36,153.7,117.95,271.65,FALSE
1775,37,157.2,119.72,276.92,FALSE
1775,38,163.49,127.16,290.65,FALSE
1775,39,172.59,140.29,312.88,FALSE
1775,40,183.22,157.19,340.41,FALSE
1775,41,190.37,170.14,360.51,FALSE
1775,42,192.75,177.25,370,FALSE
1775,43,190.39,178.51,368.9,FALSE
1775,44,183.28,173.91,357.19,FALSE
1775,45,172.87,165.3,338.17,FALSE
1775,46,165.02,160.05,325.07,FALSE
1775,47,161.18,160,321.18,FALSE
1775,48,161.36,165.15,326.51,FALSE
1775,49,165.56,175.5,341.06,FALSE
1775,50,172.69,189.2,361.89,FALSE
1775,51,178.48,198.88,377.36,FALSE
1775,52,181.83,202.67,384.5,FALSE
1775,53,182.75,200.6,383.35,FALSE
1775,54,181.24,192.65,373.89,FALSE
1775,55,178.8,180.96,359.76,FALSE
1775,56,181.38,173.95,355.33,FALSE
1775,57,190.48,173.77,364.25,FALSE
1775,58,206.1,180.42,386.52,FALSE
1775,59,228.25,193.89,422.14,FALSE
1775,60,254.3,211.73,466.03,FALSE
1775,61,273.86,224.14,498,FALSE
1775,62,284.31,228.67,512.98,FALSE
1775,63,285.65,225.33,510.98,FALSE
1775,64,277.89,214.11,492,FALSE
1775,65,263.83,197.68,461.51,FALSE
1775,66,254.74,186.66,441.4,FALSE
1775,67,253.42,183.73,437.15,FALSE
1775,68,259.89,188.86,448.75,FALSE
1775,69,274.13,202.08,476.21,FALSE
1775,70,293.23,220.38,513.61,FALSE
1775,71,305.54,231.78,537.32,FALSE
1775,72,308.11,233.29,541.4,FALSE
1775,73,300.99,224.92,525.91,FALSE
1775,74,284.13,206.64,490.77,FALSE
1775,75,259.7,180.8,440.5,FALSE
1775,76,236.19,156.67,392.86,FALSE
1775,77,215.74,136.56,352.3,FALSE
1775,78,198.35,120.5,318.85,FALSE
1775,79,184.03,108.46,292.49,FALSE
1775,80,172.34,100.16,272.5,FALSE
1775,81,161.58,94.37,255.95,FALSE
1775,82,151.31,90.79,242.1,FALSE
1775,83,141.53,89.42,230.95,FALSE
1775,84,132.25,90.27,222.52,FALSE
1775,85,123.27,92.41,215.68,FALSE
1775,86,113.8,92.23,206.03,FALSE
1775,87,103.67,88.83,192.5,FALSE
1775,88,92.87,82.19,175.06,FALSE
1775,89,81.39,72.33,153.72,FALSE
1775,90,55.38,31.81,87.19,FALSE
1775,91,46.65,26.28,72.93,FALSE
1775,92,38.85,21.4,60.25,FALSE
1775,93,31.99,17.17,49.16,FALSE
1775,94,26.02,13.57,39.59,FALSE
1775,95,20.9,10.56,31.46,FALSE
1775,96,16.58,8.09,24.67,FALSE
1775,97,12.98,6.1,19.08,FALSE
1775,98,10.02,4.51,14.53,FALSE
1775,99,7.63,3.29,10.92,FALSE
1775,100,5.74,2.36,8.1,FALSE
1775,101,4.25,1.65,5.9,FALSE
1775,102,3.09,1.15,4.24,FALSE
1775,103,2.23,0.78,3.01,FALSE
1775,104,1.58,0.28,1.86,FALSE
1775,105,1.1,0,1.1,FALSE
1775,106,0.75,0,0.75,FALSE
1775,107,0.28,0,0.28,FALSE
1775,108,0,0,0,FALSE
1775,109,0,0,0,FALSE
1775,110,0,0,0,TRUE
1776,0,5274,6345,11619,FALSE
1776,1,1169.05,1175.3,2344.35,FALSE
1776,2,786.95,782.7,1569.65,FALSE
1776,3,507.11,527.14,1034.25,FALSE
1776,4,325.89,357.86,683.75,FALSE
1776,5,229.23,253.51,482.74,FALSE
1776,6,164.47,179.44,343.91,FALSE
1776,7,118.46,126.98,245.44,FALSE
1776,8,91.18,96.14,187.32,FALSE
1776,9,82.65,86.91,169.56,FALSE
1776,10,89.29,94.98,184.27,FALSE
1776,11,96.82,103.07,199.89,FALSE
1776,12,101.67,106.89,208.56,FALSE
1776,13,103.85,106.41,210.26,FALSE
1776,14,103.37,101.65,205.02,FALSE
1776,15,101.02,94.45,195.47,FALSE
1776,16,100.07,92.11,192.18,FALSE
1776,17,101.37,96.49,197.86,FALSE
1776,18,104.9,107.58,212.48,FALSE
1776,19,110.65,125.37,236.02,FALSE
1776,20,118.17,147.49,265.66,FALSE
1776,21,125.62,164.31,289.93,FALSE
1776,22,132.54,173.48,306.02,FALSE
1776,23,138.91,174.96,313.87,FALSE
1776,24,144.75,168.77,313.52,FALSE
1776,25,149.98,157,306.98,FALSE
1776,26,154.28,148.02,302.3,FALSE
1776,27,157.59,143.92,301.51,FALSE
1776,28,159.91,144.7,304.61,FALSE
1776,29,161.22,150.36,311.58,FALSE
1776,30,161.67,159.35,321.02,FALSE
1776,31,161.65,165.43,327.08,FALSE
1776,32,161.32,167.06,328.38,FALSE
1776,33,160.67,164.23,324.9,FALSE
1776,34,159.68,156.94,316.62,FALSE
1776,35,158.72,146.71,305.43,FALSE
1776,36,159.19,139.51,298.7,FALSE
1776,37,161.42,136.86,298.28,FALSE
1776,38,165.43,138.75,304.18,FALSE
1776,39,171.23,145.19,316.42,FALSE
1776,40,177.86,154.99,332.85,FALSE
1776,41,181.58,163.47,345.05,FALSE
1776,42,181.45,169.48,350.93,FALSE
1776,43,177.47,173.01,350.48,FALSE
1776,44,169.65,174.04,343.69,FALSE
1776,45,159.61,173.38,332.99,FALSE
1776,46,153.88,174.1,327.98,FALSE
1776,47,154.07,177.02,331.09,FALSE
1776,48,160.19,182.12,342.31,FALSE
1776,49,172.25,189.39,361.64,FALSE
1776,50,188.37,198.09,386.46,FALSE
1776,51,201.07,205.2,406.27,FALSE
1776,52,208.49,209.96,418.45,FALSE
1776,53,210.61,212.35,422.96,FALSE
1776,54,207.45,212.4,419.85,FALSE
1776,55,201.16,211.03,412.19,FALSE
1776,56,200.29,212.08,412.37,FALSE
1776,57,207.01,216.46,423.47,FALSE
1776,58,221.32,224.18,445.5,FALSE
1776,59,243.22,235.25,478.47,FALSE
1776,60,269.69,247.99,517.68,FALSE
1776,61,288.71,255.71,544.42,FALSE
1776,62,297.26,256.71,553.97,FALSE
1776,63,295.36,251.01,546.37,FALSE
1776,64,282.99,238.59,521.58,FALSE
1776,65,263.2,221.41,484.61,FALSE
1776,66,248.19,207.25,455.44,FALSE
1776,67,240.99,198.04,439.03,FALSE
1776,68,241.59,193.79,435.38,FALSE
1776,69,250.02,194.5,444.52,FALSE
1776,70,263.91,198.68,462.59,FALSE
1776,71,273.84,200.43,474.27,FALSE
1776,72,277.5,198.3,475.8,FALSE
1776,73,274.85,192.26,467.11,FALSE
1776,74,265.91,182.33,448.24,FALSE
1776,75,251.72,169.18,420.9,FALSE
1776,76,236.48,155.57,392.05,FALSE
1776,77,221.21,142.18,363.39,FALSE
1776,78,205.93,129.01,334.94,FALSE
1776,79,190.64,116.05,306.69,FALSE
1776,80,175.34,103.5,278.84,FALSE
1776,81,160.1,92.01,252.11,FALSE
1776,82,144.92,81.76,226.68,FALSE
1776,83,129.83,72.75,202.58,FALSE
1776,84,114.81,64.98,179.79,FALSE
1776,85,100.08,58.28,158.36,FALSE
1776,86,86.58,52,138.58,FALSE
1776,87,74.54,45.96,120.5,FALSE
1776,88,63.96,40.16,104.12,FALSE
1776,89,54.83,34.61,89.44,FALSE
1776,90,45.79,24.38,70.17,FALSE
1776,91,37.62,19.96,57.58,FALSE
1776,92,30.52,16.17,46.69,FALSE
1776,93,24.42,12.94,37.36,FALSE
1776,94,19.29,10.24,29.53,FALSE
1776,95,15.02,8,23.02,FALSE
1776,96,11.52,6.17,17.69,FALSE
1776,97,8.72,4.71,13.43,FALSE
1776,98,6.49,3.54,10.03,FALSE
1776,99,4.76,2.62,7.38,FALSE
1776,100,3.44,1.93,5.37,FALSE
1776,101,2.44,1.39,3.83,FALSE
1776,102,1.71,0.99,2.7,FALSE
1776,103,1.17,0.7,1.87,FALSE
1776,104,0.8,0.26,1.06,FALSE
1776,105,0.29,0,0.29,FALSE
1776,106,0,0,0,FALSE
1776,107,0,0,0,FALSE
1776,108,0,0,0,FALSE
1776,109,0,0,0,FALSE
1776,110,0,0,0,TRUE
1777,0,6143,7066,13209,FALSE
1777,1,1678.01,1703.92,3381.93,FALSE
1777,2,1152.99,1164.07,2317.06,FALSE
1777,3,674.83,700.63,1375.46,FALSE
1777,4,383.17,413.37,796.54,FALSE
1777,5,278.23,296.61,574.84,FALSE
1777,6,221.3,227.76,449.06,FALSE
1777,7,177.69,176.15,353.84,FALSE
1777,8,147.39,141.8,289.19,FALSE
1777,9,130.4,124.69,255.09,FALSE
1777,10,124.63,121.85,246.48,FALSE
1777,11,121.68,121.35,243.03,FALSE
1777,12,119.47,120.23,239.7,FALSE
1777,13,117.99,118.48,236.47,FALSE
1777,14,117.22,116.09,233.31,FALSE
1777,15,117.34,113.77,231.11,FALSE
1777,16,118.94,114.37,233.31,FALSE
1777,17,122.17,118.58,240.75,FALSE
1777,18,127.03,126.41,253.44,FALSE
1777,19,133.52,137.86,271.38,FALSE
1777,20,141.05,151.71,292.76,FALSE
1777,21,147.3,163.12,310.42,FALSE
1777,22,151.67,170.86,322.53,FALSE
1777,23,154.18,174.94,329.12,FALSE
1777,24,154.79,175.36,330.15,FALSE
1777,25,154.19,172.89,327.08,FALSE
1777,26,154.97,170.59,325.56,FALSE
1777,27,157.77,169.25,327.02,FALSE
1777,28,162.6,168.85,331.45,FALSE
1777,29,169.46,169.41,338.87,FALSE
1777,30,177.34,170.44,347.78,FALSE
1777,31,182.2,170.08,352.28,FALSE
1777,32,183.03,167.86,350.89,FALSE
1777,33,179.83,163.78,343.61,FALSE
1777,34,172.61,157.83,330.44,FALSE
1777,35,162.88,151.03,313.91,FALSE
1777,36,156.63,147.47,304.1,FALSE
1777,37,155.4,148.16,303.56,FALSE
1777,38,159.17,153.08,312.25,FALSE
1777,39,167.94,162.26,330.2,FALSE
1777,40,179.96,174.28,354.24,FALSE
1777,41,188.27,183.57,371.84,FALSE
1777,42,191.08,188.73,379.81,FALSE
1777,43,188.41,189.76,378.17,FALSE
1777,44,180.27,186.67,366.94,FALSE
1777,45,168.38,180.77,349.15,FALSE
1777,46,159.62,177.41,337.03,FALSE
1777,47,155.74,177.93,333.67,FALSE
1777,48,156.71,182.32,339.03,FALSE
1777,49,162.56,190.57,353.13,FALSE
1777,50,172.05,201.29,373.34,FALSE
1777,51,180.25,208.78,389.03,FALSE
1777,52,185.93,211.64,397.57,FALSE
1777,53,189.07,209.86,398.93,FALSE
1777,54,189.7,203.44,393.14,FALSE
1777,55,188.79,193.91,382.7,FALSE
1777,56,190.3,187.31,377.61,FALSE
1777,57,195.2,185.16,380.36,FALSE
1777,58,203.5,187.45,390.95,FALSE
1777,59,215.21,194.18,409.39,FALSE
1777,60,229.52,204.51,434.03,FALSE
1777,61,243.25,215.02,458.27,FALSE
1777,62,255.59,224.86,480.45,FALSE
1777,63,266.54,234.05,500.59,FALSE
1777,64,276.12,242.56,518.68,FALSE
1777,65,284.32,249.86,534.18,FALSE
1777,66,291.24,253.77,545.01,FALSE
1777,67,296.87,253.74,550.61,FALSE
1777,68,301.24,249.77,551.01,FALSE
1777,69,304.33,241.85,546.18,FALSE
1777,70,305.96,230.8,536.76,FALSE
1777,71,305.37,219.82,525.19,FALSE
1777,72,302.39,209.72,512.11,FALSE
1777,73,297.02,200.5,497.52,FALSE
1777,74,289.25,192.16,481.41,FALSE
1777,75,278.99,184.21,463.2,FALSE
1777,76,265.9,174.62,440.52,FALSE
1777,77,249.91,162.92,412.83,FALSE
1777,78,231.01,149.1,380.11,FALSE
1777,79,209.2,133.16,342.36,FALSE
1777,80,185.31,115.72,301.03,FALSE
1777,81,162.77,99.32,262.09,FALSE
1777,82,142.42,84.55,226.97,FALSE
1777,83,124.25,71.43,195.68,FALSE
1777,84,108.25,59.97,168.22,FALSE
1777,85,94.28,50.11,144.39,FALSE
1777,86,81.71,41.62,123.33,FALSE
1777,87,70.37,34.46,104.83,FALSE
1777,88,60.26,28.65,88.91,FALSE
1777,89,51.38,24.16,75.54,FALSE
1777,90,40.63,22.97,63.6,FALSE
1777,91,32.79,18.58,51.37,FALSE
1777,92,26.11,14.88,40.99,FALSE
1777,93,20.51,11.78,32.29,FALSE
1777,94,15.9,9.24,25.14,FALSE
1777,95,12.14,7.16,19.3,FALSE
1777,96,9.13,5.49,14.62,FALSE
1777,97,6.76,4.15,10.91,FALSE
1777,98,4.94,3.11,8.05,FALSE
1777,99,3.54,2.3,5.84,FALSE
1777,100,2.5,1.68,4.18,FALSE
1777,101,1.74,1.21,2.95,FALSE
1777,102,1.19,0.86,2.05,FALSE
1777,103,0.8,0.61,1.41,FALSE
1777,104,0.29,0,0.29,FALSE
1777,105,0,0,0,FALSE
1777,106,0,0,0,FALSE
1777,107,0,0,0,FALSE
1777,108,0,0,0,FALSE
1777,109,0,0,0,FALSE
1777,110,0,0,0,TRUE
1778,0,7139,8056,15195,FALSE
1778,1,2100,2122.82,4222.82,FALSE
1778,2,1359,1379.18,2738.18,FALSE
1778,3,1031.88,1024.78,2056.66,FALSE
1778,4,782.12,770.22,1552.34,FALSE
1778,5,536.22,546.58,1082.8,FALSE
1778,6,336.61,367.68,704.29,FALSE
1778,7,193.9,237,430.9,FALSE
1778,8,108.09,154.51,262.6,FALSE
1778,9,79.18,120.23,199.41,FALSE
1778,10,96.3,125.34,221.64,FALSE
1778,11,115.92,134.62,250.54,FALSE
1778,12,127.17,139.24,266.41,FALSE
1778,13,130.05,139.23,269.28,FALSE
1778,14,124.56,134.57,259.13,FALSE
1778,15,112.99,126.77,239.76,FALSE
1778,16,104.51,121.87,226.38,FALSE
1778,17,101.42,121.39,222.81,FALSE
1778,18,103.71,125.31,229.02,FALSE
1778,19,111.38,133.65,245.03,FALSE
1778,20,123.03,145.06,268.09,FALSE
1778,21,133,154.22,287.22,FALSE
1778,22,139.88,159.79,299.67,FALSE
1778,23,143.69,161.77,305.46,FALSE
1778,24,144.4,160.17,304.57,FALSE
1778,25,142.91,155.87,298.78,FALSE
1778,26,142.74,152.46,295.2,FALSE
1778,27,144.79,150.82,295.61,FALSE
1778,28,149.04,150.97,300.01,FALSE
1778,29,155.51,152.89,308.4,FALSE
1778,30,163.1,155.88,318.98,FALSE
1778,31,167.52,157.12,324.64,FALSE
1778,32,167.66,155.87,323.53,FALSE
