"1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000"
"41" 338724.64 346105.55 353206.32 349210.34 361260.19 371413.18 356924.45 341074.83 274322.95 220186.5 208464.57 255029.43 392436.61 378753.98 393172.52 381731.55 383562.96 375773.58 376775.57 373417.77 371536.62 373400.58 391272.95 374332.05 362467.59 362836.25 368775.27 369272.46 365875.08 367253.26 392257.6 397473.99 392791.18 367204.3 348090.02 345985.42 340818.32 337455.53 402614.2 409668.65 408427.8 394969.46 382065 377029.36 370287.47 373003.27 382348.33 388990.5 391311.32 388488.81 395866.44
"42" 321841.3 337288.32 344881.13 351714.05 348301.84 363148.17 370076.84 355660.09 339424.56 273196.79 219402.96 207710.03 254278.43 391850.17 377328.6 391604.16 380376.9 382740.72 374371.07 375401.88 372128.05 370236.55 372645.88 390409.37 374189.42 362416.27 362612.67 368555.39 368719.91 364370.54 367030.94 392021.16 397507.56 391860.32 366526.58 347308.83 345140.76 340090.35 336887.05 401746.68 408804.64 407547.6 394318.18 382276.95 376862.81 370028.26 372607.48 381828.7 388598.96 391000.45 388003.88
"43" 312868.5 320517.75 335837.66 343767.85 350203.58 350497.73 361735.14 368693.03 354321.73 337745.76 272035.09 218594.43 206871.21 253444.36 391248.74 375925.21 389912.8 379022.26 381844.49 372912.55 373956.18 370837.33 369159.39 372157.18 389496.78 373990.78 362321.95 362367.09 368339.51 368129.36 362871.01 366768.67 392483.83 396511.61 390966.45 365797.86 346495.64 344250.1 339303.37 336283.57 400875.17 407875.63 406743.74 394254.35 382440.91 376681.26 369695.04 372201.69 381316.06 388193.41 390697.57
"44" 306550.75 311516.27 319189.86 334464.77 342643.69 351814.98 349530.63 360281.15 367208.73 352964.37 336022.49 270901.39 217778.36 206002.94 252519.29 390625.3 374445.83 388218.44 377625.61 380871.25 371366.03 372469.49 369750.32 368938.75 371653.47 388534.2 373715.14 362211.63 362114.51 368096.63 367545.81 361271.07 367099.05 391492.09 395429.65 389993.58 365086.15 345652.45 343294.43 338439.39 335623.09 399906.65 407006.35 406362.25 394124.51 382591.86 376471.71 369342.83 371766.9 380740.43 387780.86
"45" 298195.78 305290 310151.18 317868.39 333079.33 344552.73 350246.89 348511.55 358804.68 365724.43 351601.52 334227.23 269730.62 216831.36 205069.67 251619.22 389926.87 372878.44 386510.08 376139.97 379768.01 369832.51 371176.1 369556.67 368592.11 371178.77 387520.62 373375.51 362003.3 361829.94 367744.75 366899.92 360109.68 366181.89 390449.35 394314.7 389033.71 364311.43 344749.26 342324.77 337634.42 334895.62 398953.98 406477.87 405977.76 393952.68 382656.81 376215.16 368977.62 371292.1 380160.79
"46" 282127.06 296950.25 303987.93 308821.54 316592.19 334663.45 343410.66 348542.37 347357.99 357284.2 364155.64 350057.66 332506.96 268558.63 215845.35 204133.4 250657.15 389219.43 371271.06 384622.72 374588.32 378681.77 368449.66 370915.62 369330.02 368199.47 370616.06 386503.03 373080.87 361806.98 361475.36 367369.6 366538.87 359155.77 365223.72 389345.61 393162.74 387959.84 363513.71 343831.07 341332.11 336793.44 334259.82 398358.7 405868.39 405459.28 393759.84 382691.76 375946.61 368574.41 370741.31
"47" 281440.5 280594.59 295654.09 302703.72 307517.92 318136.81 333224.83 342079.12 346777.35 346293.91 355697.72 362585.84 348532.66 331021.54 267237.64 214818.34 203130.13 249615.08 388431 369566.67 382666.36 372950.68 377602.04 367922.56 370536.13 368993.36 367780.83 369981.36 385297.45 372696.23 361557.66 361067.35 367138.52 365530.82 358163.86 364205.56 388205.88 391913.79 386831.97 362640 342813.88 340300.44 335977.61 333886.97 397704.43 405219.91 404915.79 393479.01 382674.72 375548.06 368137.2
"48" 272517.08 279956.23 278984.48 294206.71 301360.4 308908.49 316789.84 331558.8 340699.6 344995.84 345094.84 353974.25 360823.08 346796.56 329434.12 265965.65 213722.34 202091.85 248517.02 387486.56 367780.29 380634 371509.46 376427.7 367328.45 370095.65 368637.71 367247.2 369327.65 384131.87 372150.6 361179.14 361206.3 366019.52 364402.77 357159.94 363149.4 386950.14 390688.83 385704.1 361732.28 341785.69 339327.07 335557.89 333470.11 396977.16 404473.44 404327.3 393191.18 382658.67 375213.52
"49" 275313.93 271090.23 278454.07 277710.76 292704.55 302676.01 307480.86 315269.88 329840.29 339244.58 343144.83 343769.77 352207.11 358675.14 344908.46 327783.69 264645.65 212603.33 200984.58 247365.95 386398.13 365911.91 378847.6 370826.85 375097.36 366608.35 369602.17 368131.06 366735.56 368605.95 382847.29 371557.98 361377.46 360154.11 364837.53 363235.73 356074.03 361995.24 385657.4 389358.87 384484.23 360832.56 340868.9 339008.36 335110.16 332976.26 396160.88 403635.96 403727.82 392821.34 382582.62
"50" 266932.1 273860.89 269616.79 277002.56 276387.51 293812.33 301251.57 305873.3 313636.92 328072.25 337783.04 341203.83 342388.44 350161.56 356523.2 343018.36 326085.27 263270.66 211439.33 199834.31 246124.88 385252.69 364215.24 378167.89 370043.24 373765.02 365795.25 368957.69 367584.41 366065.92 367825.24 381500.7 371546.24 360211.49 358994.93 363579.54 362014.68 354943.11 360830.07 384333.66 387950.92 383215.36 359948.84 340515.3 338670.64 334593.44 332440.4 395306.61 402752.48 403008.33 392422.51
"51" 260462.79 265236.62 272314.1 268363.22 275461.24 277538.59 292176.95 299620.67 304173.23 312012.47 326234.25 336190.51 339344.3 340912.62 348025 354249.27 340884.26 324273.85 261746.67 210176.32 198589.04 244913.81 383938.02 363318.5 377454.18 369173.63 372332.68 364881.14 368273.21 366954.76 365335.28 366923.54 380084.25 370225.91 358984.51 357798.74 362274.54 360793.64 353745.2 359604.91 382857.92 386588.96 382054.47 359578.06 340098.71 338216.93 334007.71 331895.55 394405.33 401899 402290.84
"52" 259681.57 258624.11 263333.85 270752.53 267049.49 276394.58 276071.18 290410.63 297855.3 302437.67 310247.01 324260.24 334653.71 338081.68 339305.8 345753.44 351854.33 338866.16 322398.43 260138.68 208893.31 197304.77 243691.55 382135.08 362346.76 376721.48 368203.02 370791.34 363956.04 367515.73 366248.11 364582.65 365825.52 378572.93 368817.58 357710.53 356555.56 360915.55 359462.59 352451.28 358319.75 381460.18 385238.23 381579.91 359148.28 339684.11 337729.21 333388.98 331288.69 393406.06 400940.52
"53" 254393.16 257606.46 256794.09 261594.62 269114.11 268108.7 274746 274460.31 288518.34 296179.93 300558.6 308456.54 322488.76 333478.13 336633.07 337645.98 343469.88 349462.4 336641.06 320390 258401.69 207551.31 196103.94 242744.71 380227.14 361298.02 375844.77 367138.41 369238 363013.94 366661.25 365523.09 363576.81 364305.22 376952.61 367349.24 356402.55 355207.37 359466.56 358061.54 351074.37 356957.59 380045.44 384505.14 380964.34 358618.51 339136.52 337202.5 332705.26 330584.84 392411.78
"54" 246375.3 252397.99 255553.55 254950.95 259679.66 269641.44 266763.67 272878.5 272808.46 286617.55 294383.07 298636.54 306710.71 321423.81 332131.54 335196.45 335852.16 341007.32 346892.46 334221.96 318292.58 256689.7 206247.76 195265.63 241745.87 378303.19 360092.28 374821.06 366030.8 367608.66 361955.83 365768.77 364110.16 361917.75 362551.92 375338.29 365736.91 354950.57 353805.19 357915.57 356643.5 349639.46 355616.99 379036.89 383713.05 380334.78 358020.73 338563.92 336629.78 331971.53 329877.98
"55" 236485.59 244568.02 250307.73 253540.96 253037.86 260142.25 267907.55 265052.17 270965.02 271136.6 284616.76 292384.21 296869.93 305505.22 320220.87 330816.96 333579.84 333943.33 338468.76 344229.52 331640.86 316141.16 255006.43 205398.3 194431.33 240709.03 376176.25 358900.54 373763.36 364832.19 365828.32 360709.73 364572.63 362288.04 360052.69 360734.62 373555.97 364020.57 353416.59 352318 356339.57 355081.45 348174.25 354517.63 377890.33 382794.96 379624.22 357338.95 337944.33 335959.07 331193.81
"56" 231831.71 234223.66 242644.57 248019.1 251496.19 253320.69 258227.94 265957.69 263368.19 269014.04 269315.22 282512.97 290508 295644.83 304097.74 318946.92 329402.37 331915.23 331878.51 335769.2 341211.59 329110.76 314036.35 253927.37 204427.83 193435.03 239538.2 373893.31 357510.79 372648.65 363527.58 363866.13 359223.15 362575.69 360280.91 358189.63 358828.32 371657.65 362271.24 351812.61 350706.82 354679.58 353533.17 347007.81 353323.27 376730.77 381797.88 378873.65 356622.17 337108.73 335185.35
"57" 226239.7 229501.61 231845.35 240285.64 245612.4 251400.09 251242.48 255881.24 263770.33 261648.71 266933.58 267304.84 280549.63 289107.3 294213.73 302649.26 317520.97 327750.78 330025.61 329579.69 332785.64 338148.65 326664.29 312480.58 252678.32 203407.36 192385.72 238239.36 371543.36 355951.05 371390.94 362091.98 361514.19 357148.49 360530.76 358197.78 356257.57 356787.02 369635.32 360395.91 350142.64 349051.63 353124.14 352471.52 345770.38 352058.91 375472.21 380755.79 377989.09 355821.39 336324.14
"58" 220139.39 223873.59 227059.62 229618.4 237825.08 245402.59 249124.13 248860.34 253553.09 261633.97 259683.22 264604.12 265429.63 279203.74 287606.6 292635.63 300965.77 315967.02 325926.2 327840 327026.87 329802.08 335300.75 324947.42 310838.8 251381.26 202326.9 191316.42 236849.52 369149.42 354383.31 369936.06 359951.51 359179.78 354851.84 358374.83 355935.65 354115.51 354660.72 367553 358448.57 348313.66 347316.76 351806.68 351265.87 344475.94 350633.55 374119.66 379653.7 377000.53 354987.61
"59" 214912.99 217886.18 221334.26 224836.47 227326.16 237293.06 242841.72 246552.27 246341.7 251180.95 259378.61 257586.74 262371.98 263922.8 277671.85 286003.9 290850.53 299189.29 314129.08 323825.61 325487.39 324553.05 326885.48 333315.93 323032.55 309109.03 249874.21 201099.43 190211.12 235367.68 366545.48 352553.17 367773.54 357334.05 356669.37 352510.18 356002.9 353642.52 351960.45 352496.43 365431.68 356384.24 346447 345814.4 350438.21 349899.22 343114.51 349048.19 372611.1 378401.61 375967.97
"60" 215446.78 212365 215340.56 218777.56 222531.33 226811.38 234613.11 239788.95 243749.96 243754.08 248587.3 256955.25 255461.92 260698.38 262289.97 276025.96 284124.2 288974.43 297161.81 312056.13 321363.03 322887.77 321694.91 324602.18 331102.1 320915.68 307086.25 248260.15 199812.97 188929.81 233792.84 363692.16 350113.09 364912.15 354631.59 353992.96 349987.52 353520.96 351103.39 349569.39 350261.13 363005.36 354337.66 344772.4 344239.05 348933.74 348451.57 341549.07 347433.83 370993.54 377089.52
"61" 210515.4 212615.64 209565.68 212657.09 216077.6 221857.52 224349.74 231523.2 236724.72 240945.63 241063.44 245722.66 254496.59 253689.79 258874.79 260528.14 274147.07 282146.5 286864.32 295018.32 309547.18 318898.44 320160.99 318594.12 322091.87 328830.27 318669.82 304940.48 246494.1 198396.5 187543.51 232123.43 359941.95 347191.15 361780.76 351827.13 351129.55 347351.86 350896.03 348496.26 347199.33 347823.83 360631.87 352637.33 342963.81 342570.7 347327.27 346906.91 339954.63 345699.47 369305.98
"62" 202473.73 207713.47 209562.46 206488.34 209769.59 215006.85 219169.19 221412.1 228194.83 233540.48 237967.81 238031.8 242767.67 252543.2 251652.66 256922.2 258345.31 272141.18 279932.8 284492.22 292347.84 307013.23 315932.04 316581.9 315353.33 319473.57 326276.45 316195.95 302709.7 244648.04 196952.03 186062.89 229418.75 356408.77 344016.2 358547.36 348840.67 348131.14 344565.2 348051.1 345809.13 344573.27 345366.29 358776.4 350796 341095.22 340658.35 345514.81 345249.26 338219.2 343836.11
"63" 189216.37 199221.71 204531.45 206309.65 203160.88 208472.2 211898.67 215894.09 218152.01 224875.95 230282.74 234664.99 234849.61 239488.28 250299.81 249580.53 254491.61 256210.48 269828.28 277330.1 281652.12 289701.35 303908.11 311721.28 312721.81 311793.53 316514.26 323358.62 313469.08 300164.93 242650.99 195274.13 183427.23 226979.22 352540.59 340671.26 355084.97 345696.21 344941.73 341494.54 345141.17 342885 341697.15 343172.07 356697.92 348722.68 339120.62 338715.99 343516.34 343316.61 336386.76
"64" 186729.71 185742.88 195620.1 200823.84 202714.92 201411.93 205271.95 208403.62 212400.99 215012.45 221356.07 226513 231183.8 231038.9 236082.89 248071.43 247081.41 252051.02 253778.65 267259.39 274250.4 278743.02 286512.37 299325.01 307103.52 308636.72 307991.74 313346.96 320499.79 310694.21 297591.15 240459.11 192423.31 181118.31 224463.69 348595.4 337149.32 351440.58 342268.75 341517.31 338274.88 342027.24 339788.96 339037.14 340738.86 354300.45 346644.35 336910.03 336478.64 341362.87 341420.96
"65" 179346.66 183212.69 181835.88 191732.09 196672.22 200949.12 197944.09 201401.86 204540.15 209006.92 211450.37 217702.18 222571.67 227152.75 226862.19 232372.5 245359.04 244420.28 249195.43 250934.82 263940.5 271174.7 275253.58 281634.49 294358.9 302460.75 304205.63 303987.95 309944.65 317189.97 307603.35 294533.42 236725.48 189998 178615.4 221707.16 344357.22 333394.38 347617.18 338641.29 337910.9 334868.22 338653.92 336855.81 336183.14 338175.64 351776.98 344224.02 334640.44 333976.29 339122.4
"66" 166539.01 175300.74 179192.03 177699.19 187498.67 194376.88 196866.55 193757.76 197213.79 200623.11 205380.33 207625.3 213764.86 218002.15 222610.71 222671.48 228184.11 242504.65 241406.15 245947.84 247599 260798.61 267572.18 270152.92 276623.61 289171.79 297280.99 299383.54 299677.16 306384.35 313774.14 304141.64 289657.62 233305.57 187298.69 176065.49 218719.63 339753.04 329406.43 343521.79 334784.84 334195.49 331372.72 335223.61 333639.65 333142.14 335243.43 348913.51 341678.7 332137.84 331416.94
"67" 159430.37 162361.64 170877.4 174634.29 173350.87 184805.19 190032.02 192313.21 189340.06 193166.74 196556.59 201228.75 203545.31 209182.96 213049.63 218015.66 217929.77 224041.72 239350.26 238004.02 241977.24 244293.17 256984.97 262097.56 264798.26 271207.73 283493.68 291820.23 294299.45 295097.37 302374.04 309899.07 298763.72 285194.42 229673.66 184606.38 173327.57 215692.1 335004.86 325156.49 339202.4 330652.38 330304.62 327965.67 331692.29 330130.5 329763.14 332084.21 346040.04 338817.37 329341.25
"68" 149478.94 155036.17 157712.41 166309.34 169715.37 170322.54 180202.15 184934.79 187279.83 184941.28 188747.72 192020.06 196899.83 198658.65 204140.06 208141.1 212776.61 213055.06 219337.33 235737.87 233943.9 238236.65 240373.93 251239.54 256048.93 259113.61 265435.85 277506.57 286092.47 288966.36 290187.58 297935.87 303890.12 293835.42 280248.21 225806.76 181538.07 170389.66 212527.57 330110.67 320659.55 334613 326317.45 326318.04 324225.63 327893.98 326414.34 326230.13 328702 342723.57 335760.04
"69" 137469.96 144689.82 150185.53 152961.18 161267.65 166324.85 165801.6 174573.83 179385.63 182444.05 180319.45 183854.7 187176.49 191616.82 193411.99 198876.16 202688.58 207510.57 207781.35 214120.94 231222.49 229850.77 233717.35 234385.62 245011.12 249827.3 252873.95 259233.97 271212.46 280012.7 283386.27 284810.7 291566.34 298127.73 288358.12 275167.01 221703.85 178366.76 167468.74 209015.04 324811.49 315797.61 329794.65 322211.74 322070.46 320205.58 323754.66 322463.19 322456.13 325135.78 339216.09
"70" 130113.05 132985.3 139369.74 145138.09 147679.56 157717.66 161092.98 159981.77 168758.59 174122.57 177376.8 175074.63 178956.75 181556.69 185841.81 188079.33 192980.27 196944.06 201670.52 201830.64 208071.55 226863.1 225331.51 227439.71 227800.31 238594.7 243081.68 246535.29 252730.08 264602.35 273637.94 277065.53 277498.27 285689.12 291765.34 282572.82 269634.8 217467.95 175031.45 164176.83 205444.51 319292.31 310587.1 324862.77 317626.02 317416.87 315918.54 319339.34 318092.03 318237.13 321365.56
"71" 122714.93 124825.4 127938.09 134217.05 139557.5 143818.12 152280.09 154839.85 154055.43 163181.26 168629.35 171693.56 169805.9 173416.44 175378.9 180062.8 181840.67 186960.37 190625.54 195223.47 195247.93 202089.16 221750.32 219001.59 220537.06 220919 231492.27 235938.05 239565.63 245834.2 257626.24 266524.93 268973.95 270986.14 279088.91 285265.95 276269.52 263724.59 213002.04 171525.14 160712.92 201589.98 313283.5 305522.92 319591.88 312587.31 312504.29 311274.49 314588.03 313342.88 313825.13
"72" 117076.57 117368.18 118945.62 122332.62 128645.43 135401.06 138362.4 145796.76 148403.27 148372.62 157384.09 162351.13 165744.48 163519.99 167508.13 169279.11 173487.79 175618.01 180473.47 183822.01 187868.42 188647.22 195790.1 213853.04 212168.67 213345.41 213448.69 224067.85 228379.43 232425.97 238636.32 249738.35 257240.09 262161.62 263984.02 272233.7 278249.56 269622.22 257628.39 208268.13 167828.83 157126 197498.48 307549.35 300179.75 313974 307289.6 307170.71 306212.45 309354.71 308285.72
"73" 114963.93 111304.74 111422.37 113128.37 116278.1 124405.84 129667.54 131692.37 139217.61 142129.13 142617.77 150789.92 155891.21 158470.15 156758.09 161535.81 162175.31 166857.77 168881.35 173201.58 176041.49 180658.38 181750.08 188847.96 205440.75 205057.75 205317.77 205552.38 216132.42 220429.8 224839.32 230688.31 240286.64 249853.69 254554.29 256789.89 264759.49 270710.17 262717.92 251176.18 203095.23 163830.52 153341.01 193425.78 301226.2 294258.57 307777.12 301539.88 301470.13 300499.4 303784.39
"74" 104466.06 108649.7 105034.98 105390.23 106800.13 111559.18 118559.5 122841.72 125045.87 132865.97 135709.52 136281.91 144082.76 148363.29 150778.83 150205.18 154822.5 155372.52 159494.76 161555.69 165179.68 168376.97 173219.12 174848.53 181111.82 196637.47 197316.82 197053.12 197402.07 207841 212219.17 216282.34 220839.12 232449.87 241546.29 246762.96 249024.77 256786.28 262937.78 255212.63 244252.98 197672.32 159500.24 149714.74 189010.09 294472.05 287976.39 301355.23 295264.17 295207.55 294572.35
"75" 87511.43 98087.5 101712.6 98564.4 98955.95 101864.72 105520.92 111465.96 115941.52 118505.86 126268.85 128648.92 129697.78 136271.62 140291.37 143207.51 142569.28 148129.19 147964.72 151622.75 153235.03 157306.78 160519.55 165324.31 166996.97 173296.68 186930.19 189214.9 188227.47 188838.76 199143.58 202958.27 205964.7 212743.08 223835.1 233165.89 238216.64 240754.64 248568.06 254689.39 247703.33 236721.77 191819.98 155279.33 145789.47 184053.39 287200.9 281284.22 294468.35 288361.46 288584.96
"76" 80085.78 81907.17 91059.88 94692.7 91689.14 93707.9 95703.23 98438.15 104664.08 109295.31 111979.84 119031.74 121374.3 121862.86 128294.49 132365.45 134828.19 135254.37 140774.87 139548.93 143177.74 145150.37 149203.77 152406.07 156607.49 158973.42 164510.54 176760.9 180590.98 179384.82 180039.45 189437.61 191890.02 197551.83 203762.04 215190.33 224087.49 229259.31 232104.52 239996.85 245996 239413.03 228957.58 186049.85 150687.41 141558.2 178920.7 279357.75 273946.04 286695.46 280937.74
"77" 72937.44 74090.11 75642.76 84129.25 87322.45 86136.67 87441.92 88281.66 91603.29 98174.23 102762.57 104667.82 111868.85 113230.26 113916.95 120483.36 123590.53 126421.86 127415.46 132766.56 130982.13 134823.73 136855.66 141153.64 143626.59 147784.68 150064.87 155320.4 166487.62 171767.06 170092.18 170356.88 177846.59 183106.02 188258.96 194918 205509.56 214600.09 220092.98 222871.39 231025.64 236631.61 230643.21 221377.87 179707.71 145761.5 137078.93 173433 270869.6 265843.87 278404.58
"78" 64445.02 66974.55 67600.48 69357.66 76961.82 81462.31 79607.82 79978.54 81353.31 84986.4 91527.44 95417.84 97522.09 103551.32 104896.21 106163.03 111774.23 115168.61 117513.54 118924.56 124737.25 122282.34 126174.93 128612.93 132145.51 134804.1 138170.87 140913.32 145894.26 155685.33 162689.14 160031.94 159022.56 168636.72 173390.02 179241.08 185329.96 195583.79 204824.69 210326.65 213365.27 221124.43 226762.23 222070.73 213229.16 172945.58 140424.59 132331.65 167345.31 261643.46 257174.69
"79" 56630.62 58773.12 60402.66 61156.27 63021.16 71171.11 74477.11 71851.71 73078.73 74811.45 78436.94 84500.65 88410.68 89397.81 94964.79 96947.17 97790.12 103466.1 106280.69 108045.22 110267.65 116354.93 113806.88 117649.63 119389.21 123266.38 125275.62 128216.05 131597.77 136290.12 144710.05 152721.39 148226.63 149738.92 158278.85 163796.03 169258.21 175428.92 185539.01 194476.3 200304.32 203319.14 210930.64 217312.2 213058.25 204557.45 165901.44 134692.67 127156.38 160902.61 251905.31
"80" 50804.63 51574.59 51203.53 55290.24 54886.78 56405.64 64245.56 68438.32 65209.42 66859.61 70565.14 67552.91 78244.03 79364.36 80894.31 87509.54 87713.38 87973.11 95630.8 96046.99 101691.34 98663.22 106061.88 107810.21 112447.96 113283.65 116118.67 122432.9 126777.27 127374.63 133111.61 134205.94 133683.87 142643.55 139825.94 151112.13 154781.04 162724.75 166829.67 182444.89 185595.96 197825.29 193529.72 207700.49 206908.16 203309.77 195398.73 158547.31 128683.76 121513.11 154033.92
"81" 40631.78 45350.82 45454.22 45117.58 48879.65 49475.48 50387.96 56580.91 61152.63 58515.38 60532.61 63424.14 61133.91 70191.03 71171.36 73410.31 78809.54 79718.38 79766.11 86352.8 87551.99 92710.34 90072.22 97026.88 98110.21 102881.96 103522.65 106293.67 112470.9 116812.27 117553.63 122883.61 121845.44 124166.87 131630.55 130313.94 140643.13 144296.04 152474.75 156519.67 171595.89 174783.96 186493.29 182953.72 196424.49 196263.12 192953.29 185689.02 150611.18 122073.85 115536.84
"82" 35882.6 35764.18 39479.37 39512.51 39238.65 43616.67 43760.7 43809.53 49958.88 54223.65 52191.38 53686.61 56639.14 54208.91 62286.03 63777.36 65458.31 70991.54 71499.38 71194.11 77754.8 78951.99 83615.34 81597.22 87409.88 88818.21 92905.96 93835.65 96720.67 102597.9 106684.27 107322.62 110435.59 111835.44 113598.87 121302.55 120067.94 130060.13 133969.04 141853.75 146146.67 160191.89 163405.96 175038.29 171695.72 184680.49 185128.09 182394.81 175290.31 141835.04 115132.93
"83" 32284.04 31221.7 30642.77 33882.55 33920.1 34451.23 38160.81 37294.19 38158.6 43932.86 47727.65 45676.38 47414.61 49510.14 47412.91 55129.03 56233.36 58099.31 62879.54 62953.38 63426.11 69170.8 70414.99 74862.34 72630.22 78220.88 79150.21 83018.96 84241.65 87420.67 92643.9 96477.27 95403.14 100381.59 100947.44 103725.87 110786.55 109811.94 119777.13 123359.04 131194.75 135026.67 148398.89 151787.96 162672.29 160173.72 172336.49 173468.05 170899.33 164127.6 132766.91
"84" 25923.1 27643.82 26327.46 25817.36 28648.91 29399.39 29748.51 32072.05 32026.67 33015.65 38199.86 41219.65 39772.38 40893.61 42666.14 41513.91 47791.03 49376.36 50870.31 54677.54 55328.38 55814.11 60866.8 62329.99 65458.34 64315.22 68764.88 69799.21 73645.96 75045.65 77990.67 82319.55 84759.16 85900.14 89402.59 91126.44 93621.87 100228.55 99895.94 109151.13 112861.04 120116.75 123854.67 136541.89 139832.96 150297.29 148327.72 159940.49 161157.02 158637.85 152359.88
"85" 20843.33 21903.88 22923.02 21755.55 21358.44 24528.34 25111.63 24551.01 27046.01 27342.14 28409.65 32500.86 35406.65 33642.38 34795.61 36862.14 35533.91 41182.03 42641.36 43613.31 47296.54 48107.38 48410.11 53012.8 53941.99 57010.34 55831.22 59933.88 60920.21 64681.96 66101.65 68563.67 71239.12 75124.16 75662.14 79559.59 80965.44 83473.87 89989.55 89961.94 98729.13 102187.04 108811.75 112653.67 124560.89 127738.96 137708.29 136260.72 146988.49 148100.98 146002.37
"86" 17188.26 17418.87 17778.54 18662.16 17750.77 17947.63 20449.57 20306.97 20367.51 22762 23168.14 23743.65 27317.86 29493.65 27967.38 29509.61 30982.14 30311.91 34917.03 35845.36 37164.31 40384.54 41138.38 41609.11 45165.8 46384.99 48673.34 47920.22 51482.88 52658.21 56183.96 57266.65 58180.83 62201.12 65074.16 66411.14 69877.59 71358.44 74245.87 79837.55 80476.94 88161.13 91368.04 97800.75 101519.67 112392.89 115669.96 124964.29 123559.72 133354.49 134872.95
"87" 12618.64 14005.55 13901.28 14204.12 14955.25 14713.82 14780.98 16244.53 16558.49 16901 18916 19023.14 19790.65 22380.86 24153.65 23357.38 24322.61 25955.14 25245.91 28729.03 30208.36 31198.31 34005.54 34806.38 34684.11 38168.8 38892.99 41018.34 40477.22 43807.88 45010.21 47844.96 48053.05 50051.83 53121.12 56231.16 57165.14 60598.59 62497.44 65055.87 70488.55 70793.94 77749.13 81091.04 87035.75 90379.67 100287.89 103577.96 112035.29 110684.72 119586.49
"88" 9364.94 10200.09 11018.64 10921.76 11108.76 12228.1 11865.63 11413.49 13031.51 13383 13793 15306 15460.14 15819.65 18003.86 19797.65 18899.38 20055.61 21191.14 20321.91 23928.03 25043.36 25901.31 28354.54 28619.38 28775.11 31564.8 32250.99 33917.34 33767.22 36762.88 37667.21 39270.22 40718.05 41915.83 45272.12 47820.16 48806.14 52202.59 53831.44 56503.87 61156.55 61307.94 67875.13 70980.04 76346.75 79669.67 88721.89 91372.96 99070.29 98135.72
"89" 6954.46 7464.87 7857.1 8442.18 8438.98 8844.19 9731.02 8958.52 8961 10368 10749 10845 12266 12055.14 12441.65 14495.86 15696.65 15207.38 16036.61 16813.14 16527.91 19524.03 20379.36 21155.31 22815.54 23327.38 23192.11 25639.8 26224.99 27879.34 27920.22 30279.88 30364.2 32673.22 33412.05 35163.83 37935.12 40188.16 41307.14 44178.59 46021.44 48127.87 52125.55 52706.94 58528.13 61323.04 66146.75 69284.67 77283.89 79421.96 86329.29
"90" 5149.92 5390.93 5623.65 5848.59 6364.37 6579.07 6849.54 7258 6904 6997 8209 8357 8524 9407 9270.14 9917.65 11156.86 12425.65 11938.38 12393.61 13390.14 13169.91 15426.03 16484.36 16531.31 18172.54 18467.38 18370.11 20378.8 20916.99 22393.34 22509.22 23927 24853.2 26281.22 27352.05 28799.83 31118.12 33428.16 34198.14 36919.59 38422.44 40203.87 44008.55 44511.94 49490.13 52369.04 56383.75 59094.67 65847.89 68083.96
"91" 3547.18 3876.39 3957.73 4120.64 4294.22 4894.62 4963.5 4959 5451 5320 5370 6185 6429 6366 7064 7128.14 7519.65 8668.86 9505.65 9013.38 9607.61 10351.14 10322.91 12115.03 12643.36 12828.31 14151.54 14425.38 14298.11 16000.8 16526.99 17514.34 17395 19050 19578.2 21193.22 22005.05 23303.83 25406.12 27253.16 28147.14 30127.59 31536.44 33345.87 36475.55 36878.94 41424.13 44041.04 47189.75 49616.67 55253.89
"92" 2399.51 2673.69 2772.61 2838.66 2958.46 3271.55 3650.04 3478 3625 4068 4013 3976 4610 4781 4676 5422 5264.14 5736.65 6434.86 6964.65 6958.38 7316.61 7890.14 7972.91 9099.03 9686.36 9654.31 10741.54 10920.38 10960.11 12341.8 12707.99 13209 13606 14734 15589.2 16608.22 17384.05 18612.83 20355.12 21922.16 22479.14 24017.59 25531.44 27083.87 29803.55 30088.94 34141.13 36239.04 38734.75 40869.67
"93" 1656.92 1741.97 1883.3 1957.11 2002.32 2197.05 2349.01 2504 2490 2725 2973 2869 2918 3257 3389 3469 3896 3902.14 4230.65 4610.86 5180.65 5156.38 5394.61 5856.14 5838.91 6772.03 7157.36 7172.31 7979.54 8192.38 8318.11 9324.8 9413 10090 10176 11399 11913.2 12943.22 13630.05 14483.83 16051.12 17118.16 17643.14 18949.59 20209.44 21487.87 23838.55 24459.94 27357.13 29061.04 31305.75
"94" 1001.59 1181.41 1198.92 1291.71 1367.66 1444.54 1602.51 1593 1753 1746 1985 2037 2102 2026 2213 2403 2436 2793 2768.14 2994.65 3357.86 3731.65 3737.38 3929.61 4143.14 4271.91 4837.03 5218.36 5137.31 5866.54 5968.38 6046.11 6648 7106 7390 7749 8525 8898.2 9904.22 10378.05 11096.83 12369.12 13242.16 13653.14 14716.59 15623.44 16854.87 18914.55 19287.94 21401.13 22844.04
