"1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000"
"80" 77445.13 78246.79 71686.72 90436.67 88404.53 92669.46 94711 98210 99411 100388 102645 101992 107720 110731 110591 114607 116741.26 116720 121164.35 122553.26 124654.7 122190.86 129400.76 128890.35 137119.16 139007.51 137362.23 148880.89 149924.05 149274.5 155666.8 157849.8 169661.19 172336.77 170746.14 173610.9 174905.49 178597.57 179305.67 187520.43 187487.72 190163 183420.31 196264.29 195762 196554 129726 104214 111010 124982 144677
"81" 64276.1 69457.43 69600.09 64565.65 80431.56 79708.36 83524 85117 88806 90277 91123 93258 93413 97728 100449 101275 104618 107165.26 106956 110933.35 112478.26 114712.7 112664.86 119372.76 118802.35 126646.16 128604.51 127297.23 138730.89 139463.05 139249.5 145262.8 147248.8 158840.19 161084.77 160262.14 162952.9 164665.49 168548.57 169779.67 177802.43 178027.72 180871 174768.31 187003.29 186814 187903 123758 99645 106330 119590
"82" 57826.72 56843.51 60861.73 61722.8 56591.97 71852.41 71119 73842 76044 79558 81140 81653 84373 83848 87588 90984 91351 94940 97204.26 97111 100597.35 102530.26 104600.7 103048.86 108842.76 108893.35 115797.16 117972.51 117384.23 127740.89 128873.05 128752.5 134239.8 136572.8 147085.19 149946.77 149176.14 151824.9 154372.49 158314.57 159636.67 167409.43 168013.72 171057 165505.31 177536.29 177290 178606 117563 94761 101155
"83" 49983.07 50519.16 48970.96 53250.52 53455.06 49784.05 63016 62089 65183 67374 70514 72057 72941 74528 74162 78489 81100 81994 85117 87095.26 87283 90704.35 92401.26 94565.7 93000.86 98502.76 98497.35 105108.16 107741.51 106993.23 116821.89 118011.05 117631.5 123391.8 124996.8 135550.19 137958.77 137580.14 141071.9 143547.49 147411.57 149032.67 156721.43 157787.72 160468 155973.31 167202.29 166953 168678 110750 89393
"84" 40722.08 43155.61 42934.67 42445.07 45362.86 46397.11 43143 54140 53773 56867 58990 61435 63547 63496 64854 65570 69130 71994 72545 75297 77039.26 77743 80462.35 82554.26 84191.7 83014.86 87970.76 88086.35 94992.16 97032.51 96612.23 105616.89 106497.05 106764.5 111743.8 113937.8 123790.19 126124.77 126536.14 130064.9 132367.49 136403.57 138133.67 145618.43 146682.72 149930 145546.31 156145.29 156218 157954 103512
"85" 33511.22 34565.76 36081.22 36532.81 35567.62 38923.99 39479 36500 46555 46510 49108 50639 53430 54578 54373 56646 56939 60447 62881 63124 65763 67669.26 68187 70931.35 72573.26 74371.7 73270.86 77885.76 78381.35 84683.16 86598.51 86253.23 94198.89 95653.05 95516.5 100666.8 102446.8 111926.19 114656.77 115376.14 118641.9 120987.49 125133.57 127111.67 134004.43 135655.72 138481 134556.31 144633.29 144675 146622
"86" 27357.42 27972.04 28350.53 30184.5 30085.45 29946.86 32678 32891 30661 39357 39541 41484 43337 44905 45918 46725 48356 49159 51878 53925 54483 56954 58367.26 59244 61367.35 63199.26 64672.7 63897.86 68665.76 68921.35 74603.16 76539.51 75767.23 83356.89 84472.05 84879.5 89300.8 91230.8 100765.19 103378.77 103875.14 107218.9 109692.49 113870.57 115371.67 122391.43 123955.72 126628 123233.31 132515.29 132504
"87" 21530.65 22482.38 22551.98 23386.09 24243.25 24981.76 24554 26584 27152 25559 32884 32815 35077 35866 37090 38896 39150 40926 41545 43915 45585 46388 48488 49740.26 50282 52642.35 54286.26 55513.7 55508.86 59316.76 59810.35 64737.16 66234.51 66138.23 72365.89 73876.05 74116.5 78311.8 80984.8 89470.19 91905.77 92689.14 95830.9 98610.49 102003.57 104279.67 110281.43 112031.72 114652 111445.31 119914.29
"88" 16135.83 17423.77 17640.42 18193.72 18358.03 19696.64 20164 19560 21477 22280 20903 26821 27248 28489 29215 30700 32103 32531 33965 34498 36499 38257 38697 40880 41773.26 42233 44260.35 45784.26 47454.7 47188.86 50674.76 50926.35 55119.16 56880.51 56332.23 62421.89 63527.05 63983.5 68463.8 70970.8 78415.19 80810.77 81787.14 84816.9 87206.49 90963.57 92701.67 98201.43 99872.72 102458 99356.31
"89" 12554.28 12727.1 13422.98 14014.37 14001.84 14604.53 15660 15711 15562 17156 18022 16741 21878 21798 22538 23891 24809 26260 26547 27521 28176 29971 31122 31968 33561 34565.26 34770 36435.35 38383.26 39849.7 39746.86 42640.76 42590.35 46513.16 47664.51 47857.23 52768.89 53870.05 54637.5 58943.8 61135.8 67822.19 70168.77 71128.14 73688.9 76559.49 79560.57 81263.67 86370.43 87832.72 90047
"90" 9271.71 9703.67 9469.46 10356.09 10610.66 10915.42 11277 11904 12112 12177 13485 14163 13428 17111 16897 18047 18882 19912 20937 21092 22061 22663 24052 25293 25752 27113 27969.26 28326 29863.35 31570.26 32728.7 32806.86 35028.76 35521.35 38168.16 39518.51 39792.23 43773.89 45312.05 46347.5 49760.8 51882.8 57656.19 60218.77 60912.14 63541.9 66015.49 68391.57 70025.67 74840.43 75769.72
"91" 6090.16 7064.24 7104.16 7244.81 7590.5 8192.33 8289 8396 9031 9277 9449 10297 11144 10277 12880 13271 13964 14808 15556 16278 16560 17428 17768 19179 20012 20352 21464 22233.26 23019 23956.35 25663.26 26392.7 26540.86 28367.76 28611.35 31076.16 31975.51 32578.23 36245.89 37623.05 38406.5 41384.8 43493.8 48411.19 50465.77 51667.14 53781.9 55742.49 58089.57 59448.67 63620.43
"92" 4081.81 4565.83 5008.84 5266.62 5156.37 5634.24 6081 6008 6218 6762 6949 7028 7812 8275 7638 9823 9981 10691 11380 11876 12556 12710 13411 13817 14820 15509 15739 16545 17506.26 18193 18963.35 20219.26 20764.7 21074.86 22378.76 22821.35 24764.16 25532.51 26542.23 29362.89 30469.05 31286.5 33887.8 35879.8 39801.19 41978.77 42900.14 44440.9 46366.49 48254.57 49326.67
"93" 2855.56 2937.57 3160.55 3696.46 3665.28 3769.18 4096 4260 4397 4635 4979 5013 5220 5712 6010 5715 7266 7512 7967 8443 8852 9473 9474 10205 10422 11255 11844 11909 12730 13398.26 14039 14622.35 15578.26 16135.7 16213.86 17446.76 17807.35 19495.16 20244.51 21155.23 23326.89 24142.05 25103.5 27359.8 28846.8 32366.19 34031.77 34942.14 36122.9 37795.49 39236.57
"94" 1778.38 2007.38 1995.38 2265.28 2478.2 2587.13 2658 2821 2978 3171 3281 3495 3654 3687 3997 4448 4135 5452 5532 5728 6232 6520 6830 7051 7473 7702 8314 8662 9048 9550 10206.26 10552 10852.35 11821.26 11941.7 12505.86 13341.76 13509.35 15153.16 15771.51 16284.23 17971.89 18981.05 19756.5 21549.8 22898.8 25716.19 26946.77 27773.14 28624.9 30090.49
"95" 1122.22 1204.25 1361.25 1325.18 1477.12 1692.1 1772 1755 1936 2104 2158 2276 2510 2543 2535 2803 3190 3008 3849 3870 4094 4466 4528 4978 4972 5415 5491 6046 6304 6653 7056 7481.26 7648 8076.35 8705.26 8911.7 9206.86 9838.76 10287.35 11597.16 11917.51 12338.23 13759.89 14550.05 15226.5 16824.8 17683.8 19854.19 20852.77 21529.14 22168.9
"96" 743.16 774.15 739.16 916.13 835.07 967.05 1121 1179 1159 1315 1403 1405 1538 1697 1690 1804 1892 2268 2095 2637 2664 2814 3118 3204 3537 3439 3721 3840 4339 4462 4831 4950 5264.26 5556 5830.35 6347.26 6476.7 6732.86 7210.76 7584.35 8517.16 8773.51 9200.23 10335.89 10915.05 11489.5 12625.8 13337.8 14921.19 15709.77 16295.14
"97" 469.11 482.1 495.1 478.08 558.05 542.03 617 704 778 773 880 886 951 995 1073 1135 1178 1299 1564 1412 1749 1878 1936 2124 2171 2433 2310 2567 2710 3053 3131 3403 3439 3713.26 3859 4142.35 4456.26 4510.7 4879.86 5231.76 5498.35 6073.16 6353.51 6711.23 7518.89 8100.05 8441.5 9248.8 9810.8 10952.19 11524.77
"98" 262.05 295.07 290.07 309.05 295.04 359.02 362 353 425 506 499 558 613 597 607 719 747 772 851 1049 944 1159 1217 1327 1383 1430 1633 1489 1729 1804 2101 2132 2265 2384 2497.26 2697 2796.35 3051.26 3168.7 3388.86 3669.76 3903.35 4314.16 4589.51 4750.23 5421.89 5764.05 6007.5 6631.8 6981.8 7825.19
"99" 163.03 169.03 181.04 170.03 176.02 172.02 226 214 215 293 331 349 375 385 355 402 468 472 492 557 691 647 746 798 873 925 945 1095 960 1123 1206 1428 1412 1524 1587 1696.26 1788 1896.35 2094.26 2190.7 2349.86 2501.76 2674.35 2990.16 3195.51 3373.23 3742.89 3968.05 4178.5 4626.8 4883.8
