"1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000"
"72" 11538 11784 12040 12470 12553 13094 13134 14431 14310 14380 14708 15136 15178 15481 15999 16087 16884 17330 18243 18781 18555 19469 19443 19981 20668 21048 21093 21564 21807 22290 22612 23428 24139 23660 23545 23914 23825 23726 22223 22458 22409 22731 21764 25304 24476 22593 23237 22905 22305 21861 21144
"73" 10927 11058 11203 11507 11887 11982 12593 12581 13817 13739 13747 14086 14542 14583 14913 15410 15464 16212 16666 17577 18121 18122 18851 18807 19393 20033 20424 20412 20956 21179 21617 21953 22757 23487 23005 22900 23214 23186 23062 21610 21826 21749 22116 21135 24539 23778 21953 22560 22259 21718 21227
"74" 10157 10453 10476 10611 10899 11287 11419 12009 11998 13189 13119 13063 13477 13855 13943 14292 14788 14805 15545 16003 16870 17464 17468 18165 18164 18723 19373 19792 19778 20341 20495 20932 21248 22064 22754 22302 22167 22538 22508 22361 21002 21158 21069 21431 20446 23792 23008 21315 21838 21542 21083
"75" 8864 9349 9839 9872 9991 10318 10746 10815 11378 11363 12516 12473 12302 12811 13183 13271 13514 14066 14174 14904 15308 16086 16795 16760 17455 17500 18017 18615 19075 19050 19653 19783 20239 20527 21323 21959 21529 21425 21858 21732 21644 20315 20476 20363 20697 19752 22989 22209 20619 21095 20833
"76" 7835 8241 8781 9213 9208 9342 9668 10163 10154 10691 10679 11740 11850 11626 12074 12452 12424 12829 13371 13480 14239 14608 15378 16055 16009 16685 16758 17224 17894 18333 18304 18924 19035 19441 19701 20560 21185 20760 20636 21014 20914 20833 19525 19732 19544 19900 18959 22085 21402 19853 20312
"77" 7067 7400 7670 8177 8553 8540 8751 9010 9491 9455 9998 10063 10982 11108 10912 11345 11677 11644 12102 12647 12829 13572 13908 14618 15298 15203 15849 15969 16458 17104 17514 17504 18066 18238 18679 18854 19721 20299 19904 19789 20201 20030 20002 18720 18881 18688 19070 18192 21189 20538 19037
"78" 6719 6832 6780 7025 7524 7869 7903 8083 8322 8778 8778 9307 9343 10198 10345 10177 10648 10853 10927 11407 11898 12014 12770 13131 13801 14494 14435 14994 15172 15648 16271 16679 16642 17177 17367 17838 17961 18810 19373 19012 18908 19332 19108 19122 17882 18034 17856 18176 17368 20272 19631
"79" 5990 5656 6219 6161 6403 6891 7272 7274 7401 7663 8073 8048 8604 8612 9424 9549 9430 9791 10063 10217 10680 11241 11267 11995 12352 12946 13622 13564 14179 14358 14790 15393 15783 15784 16306 16474 16944 17016 17853 18441 18044 17914 18388 18185 18099 17009 17116 17000 17316 16538 19285
"80" 5147 5231 5317 5510 5623 5813 6298 6624 6791 6830 7072 7293 7446 7838 7887 8585 8707 8703 9070 9215 9473 9891 10444 10499 11200 11475 12066 12729 12764 13289 13458 13881 14487 14833 14799 15369 15566 15984 16131 16804 17448 17050 17019 17342 17056 17165 16036 16182 16070 16381 15640
"81" 4525 4515 4686 4769 4944 5017 5255 5685 5993 6134 6155 6359 6556 6730 7060 7099 7714 7855 7897 8293 8429 8703 9174 9640 9757 10380 10665 11171 11909 11898 12379 12505 12903 13519 13834 13875 14336 14608 15000 15141 15774 16289 16008 16011 16225 16015 16040 15072 15219 15139 15390
"82" 3712 3984 4017 4106 4216 4352 4480 4701 5034 5305 5471 5473 5695 5845 6024 6295 6347 6905 7064 7178 7542 7701 7965 8408 8792 8917 9574 9786 10399 11009 11005 11444 11560 11945 12560 12868 12934 13293 13630 13975 14099 14700 15160 14952 14812 15108 14898 14910 14067 14235 14134
"83" 3341 3203 3442 3498 3571 3653 3809 3967 4142 4418 4631 4804 4801 4969 5146 5334 5571 5614 6168 6298 6468 6814 6979 7171 7594 7951 8114 8714 8971 9488 10087 10052 10510 10617 10898 11529 11800 11959 12247 12554 12959 13057 13559 13952 13743 13670 13898 13751 13809 13075 13152
"84" 2733 2846 2756 2975 2993 3074 3179 3322 3429 3587 3781 3964 4206 4148 4383 4442 4647 4855 4949 5472 5609 5745 6097 6192 6485 6833 7205 7298 7920 8162 8601 9129 9066 9513 9658 9917 10506 10743 10919 11239 11461 11844 11916 12371 12722 12595 12472 12722 12591 12770 12014
"85" 2079 2314 2397 2313 2521 2539 2622 2705 2817 2934 3051 3214 3400 3618 3555 3774 3803 3979 4257 4307 4785 4921 5086 5391 5470 5781 6096 6376 6565 7120 7333 7686 8194 8157 8502 8737 8897 9474 9718 9836 10152 10353 10720 10731 11148 11486 11384 11289 11521 11505 11630
"86" 1727 1696 1905 2003 1928 2084 2164 2244 2245 2379 2460 2532 2727 2827 3058 3039 3195 3169 3375 3652 3750 4135 4281 4463 4723 4832 5096 5367 5634 5813 6251 6457 6775 7278 7258 7546 7734 7948 8482 8712 8797 9018 9272 9548 9591 9997 10231 10186 10139 10413 10388
"87" 1423 1387 1393 1526 1643 1585 1751 1796 1830 1844 1973 2005 2105 2270 2358 2531 2534 2626 2674 2860 3097 3214 3548 3671 3754 4036 4160 4391 4695 4885 5078 5488 5647 5939 6407 6351 6605 6792 6961 7482 7702 7779 7978 8156 8350 8447 8749 9080 9076 9034 9283
"88" 1162 1125 1083 1094 1200 1285 1309 1407 1442 1454 1492 1586 1662 1706 1843 1898 2081 2038 2144 2252 2399 2616 2682 2971 3114 3173 3442 3472 3781 4013 4210 4396 4733 4886 5121 5505 5436 5719 5882 6051 6556 6664 6782 6992 7021 7221 7272 7687 7891 8025 7919
"89" 882 885 890 839 866 925 1032 1063 1096 1130 1146 1161 1252 1314 1357 1466 1486 1637 1648 1724 1860 1948 2167 2223 2514 2576 2655 2875 2945 3160 3376 3548 3734 4035 4135 4357 4665 4613 4867 5005 5128 5517 5705 5763 5937 6013 6183 6249 6557 6848 6876
"90" 707 662 700 669 648 670 714 813 815 859 886 885 922 957 1013 1050 1164 1153 1286 1308 1382 1523 1569 1721 1816 2033 2114 2171 2376 2429 2569 2760 2915 3127 3342 3435 3629 3937 3889 4052 4225 4281 4680 4713 4777 5013 5025 5203 5328 5626 5778
"91" 474 518 501 514 476 493 504 538 617 613 660 666 674 718 715 768 816 875 907 1018 1035 1086 1221 1253 1383 1458 1630 1644 1754 1909 1985 2067 2228 2390 2544 2739 2797 2971 3235 3196 3326 3502 3554 3813 3872 3919 4147 4124 4354 4439 4695
"92" 292 336 392 358 368 346 376 375 394 448 446 468 495 504 524 534 575 607 662 699 808 821 848 958 988 1075 1167 1247 1322 1372 1547 1547 1626 1785 1874 2022 2151 2270 2389 2593 2542 2668 2811 2874 3043 3132 3084 3375 3298 3544 3545
"93" 232 207 246 273 258 248 248 285 254 274 312 321 335 353 358 384 402 415 464 493 524 587 622 647 706 759 850 861 970 1062 1039 1177 1191 1304 1386 1449 1575 1696 1767 1908 2018 1995 2094 2193 2248 2383 2460 2435 2698 2607 2824
"94" 150 144 145 172 179 180 177 160 199 174 190 230 227 225 272 263 267 294 299 346 350 390 459 486 468 533 590 646 661 740 808 782 877 923 1008 1068 1104 1210 1309 1360 1456 1542 1501 1607 1647 1736 1819 1875 1902 2093 2046
"95" 111 102 94 97 100 118 132 134 116 138 112 129 161 157 148 190 181 189 198 217 247 266 281 340 358 328 396 410 480 493 511 582 570 681 691 750 776 831 912 984 1004 1083 1151 1141 1171 1211 1244 1355 1377 1452 1568
"96" 64 62 65 56 60 64 76 85 90 78 91 80 81 103 108 97 129 117 128 137 146 173 187 212 244 260 220 271 303 363 360 367 422 418 481 500 519 577 629 669 705 738 797 819 820 866 854 909 986 1018 1051
"97" 34 37 38 44 40 37 47 42 57 57 54 59 46 58 65 65 69 75 78 84 103 108 120 138 150 160 175 149 201 210 243 263 249 288 263 330 363 380 424 422 472 487 526 549 561 570 578 590 632 746 718
"98" 19 24 21 24 29 22 21 33 26 33 36 38 37 31 33 39 42 39 51 51 50 74 68 71 90 102 105 119 100 137 141 161 191 182 198 182 219 260 266 300 283 309 331 365 374 389 379 378 390 435 514
"99" 13 11 13 15 13 17 15 13 18 15 15 19 24 22 21 15 23 20 29 29 40 30 54 47 48 58 72 72 85 67 91 96 115 127 98 134 125 138 171 186 211 183 212 230 230 258 249 244 262 252 300
