"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81"
"11" -6.38701151403707 -6.43107042557353 -6.46162067832385 -6.52607654444459 -6.53923023371996 -6.66473297678477 -6.62267312789739 -6.69274503773649 -6.75435030309556 -6.85543697054679 -6.52617984832033 -6.67765578149677 -6.70234193327528 -6.28692569348153 -5.83786868747893 -6.54109871624099 -6.99540920936445 -7.36296425809958 -7.50794086661253 -7.53630757988919 -7.45232039636972 -7.69212902585432 -8.03449015861983 -8.05819717677086 -8.15874970690934 -8.2000026996602 -8.19494023108088 -8.06581691086197 -8.30376386328787 -8.1886160223571 -8.39350931223482 -8.31193998759123 -8.31583734065387 -8.33947186233104 -8.23890626739936 -8.18060632521646 -8.33231661250668 -8.32700444273182 -8.27963146293137 -8.22246982959265 -8.31332511916141 -8.24176679301419 -8.29225757858779 -8.10935820593714 -8.02871393109001 -8.45574400890972 -8.58742062018177 -8.51243812083355 -8.49902799388427 -8.56328129560899 -8.31199410644238 -8.31379158594548 -8.58226906815242 -8.48543519087078 -8.74854297927755 -8.60760027713188 -8.73135258856443 -8.93956052111974 -8.68887410182167 -8.55963946607899 -8.72315382937237 -8.90690978282779 -8.99891006140368 -8.77346111247848 -8.7857952952126 -9.32784727523543 -9.09859531207229 -8.94575548047522 -9.19300813811228 -9.04779203028117 -9.39636428700584 -9.08532453721941 -8.96217446820807 -9.45329775500559 -9.33467585752576 -9.35184925880318 -9.91491185156978 -9.67006123278054 -9.28500801731558 -9.5319997339762 -9.59469532295887
"12" -6.49188060430872 -6.31488005093157 -6.44737383545557 -6.51397403420519 -6.63547555660524 -6.55872383802149 -6.6891718627783 -6.71827127000439 -6.68455677555722 -6.87148286258299 -6.58698591119868 -6.65390931226512 -6.70962349285247 -6.43722847734406 -5.880232038507 -6.46117704206876 -6.97865410692107 -7.28753498931819 -7.70750078747431 -7.44649793283713 -7.69662884364192 -7.7895588142365 -7.82686228014694 -8.01061985648983 -7.7856824662404 -8.18622655573338 -8.13107846302701 -8.17728903080838 -8.29192864237577 -8.15105594521876 -8.23609045510981 -8.32440019193393 -8.34231887823504 -8.30545270235848 -8.30221744260102 -8.37208992242321 -8.42088892216307 -8.29304418430567 -8.22274085172709 -8.11363078840956 -8.34110603783235 -8.31679154666539 -8.32085103947067 -8.37429826407335 -8.45837509836052 -8.399119496335 -8.40242441620366 -8.45663933816306 -8.52493226494492 -8.5481871928352 -8.43091087239904 -8.57000213150413 -8.50680927646142 -8.58401076198411 -8.57052185054294 -8.9013178518429 -8.66904319594931 -8.69935548552856 -8.76613722920673 -8.72432861567846 -8.80271247217383 -8.7571291707167 -8.87075620741693 -8.88153875559668 -9.07314958761857 -8.622398685968 -9.01820548827692 -9.17305245643229 -9.05439781876288 -8.96423155844155 -8.98943678347533 -9.28129885704507 -9.16480421163525 -9.7731804257632 -9.35742884583875 -9.59649571297929 -9.45977756713481 -9.5148290303368 -9.44307182589329 -9.63734089173459 -9.49822732522417
"13" -6.41287278571871 -6.42182441552064 -6.33372379786785 -6.4585838037148 -6.50703343281947 -6.65438077514578 -6.61537408351042 -6.5685217379643 -6.68638335672226 -6.82722510265011 -6.50627368901575 -6.68347052359798 -6.6666261437732 -6.28636888873068 -5.86715544158232 -6.45195726897525 -7.03383359809962 -7.38371100445693 -7.56396589835464 -7.31865711341564 -7.67163858247348 -7.57184660363893 -8.0253585804637 -7.83768988221992 -7.98734783541136 -8.18422981914822 -7.8328390965249 -7.87824203914159 -8.32573703853329 -8.13713546228076 -8.1538576889728 -8.19426000610291 -8.18480748664157 -8.42715542133354 -8.39299615988713 -8.39888597994217 -8.1527959703529 -8.27616122322484 -8.25623569127736 -8.03437773094562 -8.22040840865826 -8.06960759591693 -8.07521286235681 -8.12614199465933 -8.62283567531728 -8.35441081664345 -8.38145411583863 -8.47021424330763 -8.34225749190337 -8.37946250989636 -8.48815459931812 -8.46620504018626 -8.58505330035776 -8.46319647078183 -8.46718718507685 -8.47552725659822 -8.73471934542496 -8.70136752810749 -8.73460817265658 -8.7674654101187 -8.7960509805126 -8.78672312216369 -8.84604862356139 -8.83656516111174 -8.74458363448651 -8.60141045110193 -8.90164029395517 -8.71546250512266 -8.92627885738764 -9.03666796983969 -8.89189637638718 -8.93504702800553 -9.05879489036815 -9.02723050454703 -9.23997649053834 -9.85320850816603 -9.28430590974419 -9.27071906736142 -9.41400022273167 -9.72331551115049 -9.32169424607237
"14" -6.14858825785133 -6.30008368860373 -6.34792191157022 -6.31673597842901 -6.38897629017151 -6.39378503830376 -6.53895782622079 -6.5551558818311 -6.57213534467848 -6.62493106301153 -6.41894599775533 -6.54709989834545 -6.56559875176088 -6.16269277855706 -5.78851694463384 -6.48985576530036 -6.96337847527838 -7.11959957300727 -7.44566329438419 -7.33363490462902 -7.35643663022561 -7.59175402965466 -7.75524054742738 -7.86677920198917 -8.33514550897968 -8.08790595028364 -8.16212135741424 -8.06574986690521 -8.04006466580262 -8.055312576391 -8.24751899629274 -8.22732893366848 -8.17742938968724 -8.10366455793158 -8.34626202730048 -8.19904413039891 -8.35743619041012 -8.14561655797517 -8.16805252630258 -8.20364881534497 -8.30502875242989 -8.08786018828276 -8.20496773004794 -8.23719023770343 -8.36563478791079 -8.31603653911623 -8.31690537841655 -8.27896161552517 -8.50833272760496 -8.54445674971224 -8.47096347408954 -8.36814392983132 -8.32854214255277 -8.39969036649716 -8.47687178180972 -8.67742553606756 -8.6224983029077 -8.54032071450218 -8.58327716385527 -8.42742034339266 -8.57411221549363 -8.64488117735815 -8.73552063506616 -8.90297874157796 -8.64611313065841 -8.9015866998761 -9.09798766358207 -8.78908336853713 -8.89555084347981 -8.89101856466928 -8.8071363110364 -9.06627228623212 -9.16540882500904 -9.23831652653225 -9.12602646219585 -9.16576982729276 -9.04066779015808 -9.38285519399545 -9.33653101995429 -9.15609040323938 -9.20618941732065
"15" -6.07646334084919 -6.03008776594305 -6.13467857766665 -6.26871410010393 -6.14952807222182 -6.24863679541899 -6.32764494764435 -6.36421857710891 -6.39990297996503 -6.45136376646808 -6.30310930391589 -6.40407728013228 -6.40911660750627 -6.08121695324817 -5.74991112388142 -6.30736021558993 -6.89343154952773 -6.90531677512134 -7.14749824219783 -7.06930444172834 -7.52558935801916 -7.41338258577044 -7.69641969098349 -7.72303374791143 -7.65554002073119 -7.94701794092533 -7.9919934990306 -7.92818578170828 -8.20044753551644 -7.97138144032585 -8.14348494377684 -8.09185964067538 -8.07745877356058 -8.0971571995129 -8.01698486505283 -8.12992824605129 -8.22799395642276 -8.04512014856428 -8.11323851228363 -7.97349177049665 -8.04095663272238 -7.99612526978272 -7.99282138690509 -8.21663493268205 -8.05754185243118 -8.15831622957657 -8.02738321305718 -8.08859723130374 -8.04019305728061 -8.03276545760358 -8.10382388036298 -8.11289699985885 -8.14662586715109 -8.34256036775944 -8.36194992524312 -8.26608738357441 -8.22475741480698 -8.41136880932376 -8.64895918509135 -8.38287901630695 -8.7209495588884 -8.60428142656331 -8.5707522836108 -8.70382465485547 -8.60723061150621 -8.57734286421423 -8.71387340708494 -8.79367860403787 -8.56799675590567 -8.9009039822531 -8.84310553039723 -8.62420192193443 -8.81581520390635 -8.83719292166722 -9.07297566756503 -8.93440548371613 -9.25189988113231 -9.06883166680354 -9.29010751721035 -8.85355737274914 -9.29589815133782
"16" -5.77075994096679 -5.90325358792767 -5.89119391679499 -5.8938925500971 -6.22744897552415 -6.08092011423525 -6.24899395688494 -6.16571383766956 -6.27659743044321 -6.3018473718036 -6.06791455486597 -6.21070841933588 -6.21593487445433 -5.96581560789777 -5.57473667746032 -6.27435689261193 -6.63031383734188 -6.8522468212601 -7.10684252253048 -6.99419766942843 -7.27524574341373 -7.2721487220297 -7.48610640639346 -7.55833870545441 -7.63794601976966 -7.66373916797599 -7.86026152465894 -7.746512842784 -7.7068366130576 -7.89096596496342 -7.81883585134737 -7.89894859802344 -7.76596885225418 -7.90442731330933 -7.81140504594775 -7.74416859006857 -8.08375531171721 -7.77338776570028 -7.80155849717501 -7.89294051105903 -7.96866611779871 -7.76032370824587 -7.85135634057506 -7.7945412779765 -7.88811446960877 -7.95830545687876 -7.84825467530971 -7.86362159930549 -7.8417196386748 -8.02958569234512 -7.85329199166109 -7.8784761528598 -7.96166111200031 -7.99613232019301 -7.92953645901212 -8.08313120199315 -8.28058830728672 -8.22020085517867 -8.2312009470376 -8.29132369770256 -8.32945743906387 -8.28836869890432 -8.37751558283428 -8.42596977440927 -8.48761349395639 -8.416411718406 -8.23986799321488 -8.40964809461826 -8.54972183121655 -8.41444578976549 -8.43290494148578 -8.4768346311604 -8.72368155476069 -8.75658867001692 -8.81061221570016 -8.9533715677996 -8.84568038551865 -9.07861908762507 -8.98270304309901 -8.89938502137906 -8.93676710613285
"17" -5.6887936259341 -5.6731298051604 -5.80308374333533 -5.73834380686076 -5.95490277984415 -6.01443559256848 -5.94500591191934 -5.99813218527819 -6.11342086874328 -6.17543779627279 -6.03356495748253 -6.0610887518741 -6.07006714078582 -5.85368268161618 -5.43684388485644 -6.00948329961139 -6.54129050030603 -6.63720709644561 -6.85895868017075 -7.12494023679052 -7.17583604053817 -7.32009664374665 -7.37722483163822 -7.5374528846326 -7.65075504902561 -7.63788656701335 -7.69706501826728 -7.65322593464967 -7.73957222468109 -7.82929464898873 -7.8666791210727 -7.78890399538063 -7.81323220575623 -7.81118169147153 -7.8697680718464 -7.78508622547658 -7.77901278394168 -7.68500737646434 -7.64364627149377 -7.59657324907772 -7.73071603320186 -7.66300557118692 -7.53358584868545 -7.66189007186731 -7.51752447378487 -7.76490476710397 -7.50237360535841 -7.6985393687736 -7.66511855654749 -7.63878315707646 -7.68741127517678 -7.62675235808394 -7.80492294570889 -7.82703598879482 -7.83109945250504 -7.95029739699304 -7.8629699088342 -8.17366521239384 -8.06675033784693 -8.34908188021921 -8.22780365596261 -8.12422095153682 -8.19605451656003 -7.99560402836386 -8.34598981860573 -8.2582033916166 -8.39673156291028 -8.33391369383822 -8.31511015647946 -8.50113948500954 -8.31612916586269 -8.31446263874764 -8.41363897623156 -8.58487488404906 -8.65664605789937 -8.53635219426369 -8.5962110151012 -8.64221402320643 -8.91957249757943 -8.55653488858327 -8.84359566697586
"18" -5.54889156932624 -5.55152379208733 -5.56214539686663 -5.79230573617357 -5.76618930730029 -5.79951879403915 -5.90582864645116 -5.86841081624632 -5.98793386696865 -6.05105229450143 -5.93342379020918 -5.96414087559518 -5.89804206304877 -5.68945282022578 -5.36442319201583 -6.00530353029829 -6.3320233396674 -6.53126874640734 -6.76971160626891 -6.85677173058787 -7.03139996812164 -7.09571127044531 -7.1906660680872 -7.42232848343781 -7.3461662116419 -7.59246497826252 -7.56665364186905 -7.36378412547575 -7.63720736314937 -7.63774408387247 -7.75323276801213 -7.61001876557551 -7.62133888406616 -7.65789705641724 -7.68754322930151 -7.68009510187042 -7.64390886452919 -7.58569595943439 -7.57176637191609 -7.41361556750875 -7.43322133940455 -7.47418883671586 -7.29005574168234 -7.46782202904864 -7.43320285860037 -7.46259697597367 -7.48982662007888 -7.55724795172345 -7.59988535478864 -7.52895406841892 -7.61062870259883 -7.47629627527892 -7.67373824932517 -7.70121456525137 -7.714078001037 -7.82428471290361 -7.74275371324654 -7.93322410658939 -7.91264133737662 -7.98702402414816 -7.8685093597863 -8.03078342576694 -7.99317804718667 -7.96020772461573 -8.09347556910071 -8.01039270726192 -8.22950438493505 -8.15520513598589 -8.32571357733751 -8.1553400851446 -8.18618730778165 -8.23733230544294 -8.41153066937476 -8.36512580157113 -8.39475509618967 -8.47826302921967 -8.42045650728192 -8.63041684569747 -8.72807520977278 -8.40342794571433 -8.90972886006388
"19" -5.45723616752971 -5.47969535514176 -5.58704904124576 -5.52815233623847 -5.78871746793162 -5.63962566977252 -5.71813055855261 -5.76978737298902 -5.78049428005813 -5.93799328476626 -5.75808694876816 -5.8467924798752 -5.75572867660603 -5.37651830527651 -5.22822190233892 -5.83217252949705 -6.24606368226338 -6.48576967130655 -6.6422255160466 -6.64326524784245 -6.96942322039767 -7.05263823102392 -7.19610134651776 -7.23139987703013 -7.3337450896115 -7.52421757816671 -7.49211250319009 -7.40770965963246 -7.63445219610811 -7.56487040720212 -7.65598362712133 -7.74783608756052 -7.45767547672448 -7.63363042671807 -7.52825589764049 -7.54883766879733 -7.57455926486815 -7.46534590184014 -7.34419592086635 -7.45893438753484 -7.20352264093609 -7.37388101955002 -7.39102983366084 -7.20237616993803 -7.33777476060997 -7.26726871128809 -7.37866865355049 -7.2856475250832 -7.46183472635542 -7.37563110154443 -7.42028892940576 -7.44891415447816 -7.54072957550361 -7.51199284936603 -7.52484071994756 -7.66455490198413 -7.5420701494938 -7.85039262663143 -7.80801923656681 -7.7317672044251 -7.81077185713422 -7.77211006744357 -7.79897156763979 -7.70178256875911 -7.939233324985 -7.89973373137563 -7.97946345262759 -7.96621333569971 -7.84252250122353 -8.02445598142357 -7.92297202327408 -7.9564632793436 -7.88227107002529 -8.30745153740406 -8.13996182061786 -8.22919954841882 -8.36863938865181 -8.37785237903471 -8.35963337737878 -8.71453420189756 -8.4293169470301
"20" -5.41036082789728 -5.38646002388497 -5.45021957177501 -5.56195090119501 -5.55515528771859 -5.74374615559423 -5.75990158109043 -5.67741869883123 -5.75810537270058 -5.73975268480232 -5.65556707119501 -5.77415911978031 -5.67437957422022 -4.98533284643032 -4.85393928825683 -5.7614724376874 -6.15999981774908 -6.34760847767325 -6.55567773174398 -6.78952484207278 -6.75504636262732 -6.90270364892436 -7.19634914712271 -7.227025003618 -7.31877604586545 -7.40524633087192 -7.37460039884831 -7.40668647880861 -7.57361272996526 -7.5110033429459 -7.35481777711628 -7.38291832079228 -7.37986489221105 -7.19891840436671 -7.38636316224414 -7.48674183029613 -7.51711944913198 -7.36815772053699 -7.28264584084493 -7.34230912888545 -7.3745660062225 -7.28228553288957 -7.31002700275265 -7.2615334967355 -7.3929618005105 -7.38704968599171 -7.44183866796456 -7.38430798300598 -7.39769874750252 -7.38681115408792 -7.34291550541943 -7.44502768635743 -7.37970759570852 -7.53297469352892 -7.66259725822657 -7.52926306963208 -7.59604955298144 -7.65131530740509 -7.67313887457354 -7.65971020209886 -7.7488986472209 -7.78318319590583 -7.86458247807205 -7.69752817150387 -7.89269017446547 -7.77641576196027 -7.99292304082448 -7.77219071137482 -8.13451061597596 -7.94003161890256 -7.97342704409696 -7.81259780449751 -8.01345480842145 -8.15146250535132 -8.18586794185818 -8.23852643479806 -8.26123847967275 -8.38982014323424 -8.34456114359836 -8.38202999192832 -8.44439930419254
"21" -5.35377547574356 -5.35947385146836 -5.42158772203407 -5.51089326684221 -5.51676482919169 -5.48346109020208 -5.68531910126534 -5.56921906163998 -5.53288778396978 -5.70291730159916 -5.52754463240038 -5.73881174950916 -5.48572770467556 -4.78648002444128 -4.52939734432255 -5.60530854657789 -6.10050547920642 -6.22732682085199 -6.41631913340175 -6.54802190650376 -6.74671996385279 -6.89640861593065 -7.03516609287269 -7.10389189721609 -7.18649505218668 -7.26439158229798 -7.38363915508372 -7.35893238405833 -7.50499355214906 -7.26511809342655 -7.37088762427956 -7.41407615413693 -7.44298531357977 -7.33258427567456 -7.40235043691019 -7.35466726405106 -7.33150247845159 -7.30013636676019 -7.42293111065247 -7.35888730495886 -7.3520923496654 -7.39690644669641 -7.22394516114675 -7.26763203608654 -7.40363146768759 -7.33415734291865 -7.38416611327742 -7.42444080834913 -7.44234224617622 -7.39572679187883 -7.37370398886287 -7.4822695434068 -7.49194201616914 -7.40686935398436 -7.60879025044657 -7.52504657672424 -7.48591646805159 -7.64761597580646 -7.7234656436544 -7.5858619487133 -7.74819816814569 -7.73736127603999 -7.862585402219 -7.91337772986248 -7.81634491826614 -7.792022223667 -7.84305852766051 -7.99222925640143 -7.84486481556905 -7.80074506103287 -7.95462138434628 -7.85092077583118 -7.98405295685254 -8.13352681700559 -8.18326036926052 -8.01287862438218 -8.15588892713595 -8.27482813946359 -8.55247396696385 -8.30988113230635 -8.40535001673722
"22" -5.27927004986234 -5.31072942398823 -5.42481550272754 -5.45204669468538 -5.48024905992729 -5.56416524914303 -5.50898084639708 -5.60118106383015 -5.51017786814187 -5.54925475233729 -5.64864777671784 -5.62170024767954 -5.44938649400201 -4.69581553392733 -4.4237385778156 -5.37155631632426 -6.03525629077789 -6.23794826040669 -6.34824030669782 -6.54789961029589 -6.69770311689384 -6.74479319856372 -6.98107461160483 -7.03028427530707 -7.09564060157939 -7.17917491594019 -7.30548647020281 -7.32008106952857 -7.38208066551752 -7.27521021205112 -7.50604931813694 -7.41382677504987 -7.34429160931339 -7.31664428895772 -7.48483147844629 -7.31818893249147 -7.33904890647605 -7.34868100499294 -7.31159822050773 -7.2780788059802 -7.33974122385278 -7.28123389004082 -7.29278890616306 -7.23719214688048 -7.45431436461791 -7.50402479529671 -7.48402952291778 -7.28106180789236 -7.50595930585369 -7.43606896924796 -7.57183992326058 -7.52737050241546 -7.43847525746963 -7.52246321635977 -7.56149298983667 -7.55011772347483 -7.62769666526633 -7.77090629057013 -7.65595589697287 -7.69077546678075 -7.75862373339519 -7.81990176279617 -7.91432553740325 -7.54656334140782 -7.69917761621231 -7.80775866758253 -7.75278052409118 -7.848288724937 -7.91250799685788 -7.90831452593335 -8.02022916501746 -7.97038802210445 -8.0600015371858 -8.00889298720329 -8.19148679091622 -8.03015234630662 -8.13323333668088 -8.26642358498998 -8.32561289605876 -8.22486713328849 -8.32134893871459
"23" -5.31386540149409 -5.29005503282571 -5.3795524729353 -5.41949755721125 -5.44143710467247 -5.47659894332992 -5.53072624963467 -5.48427534539684 -5.56937414465566 -5.53545407713761 -5.48138783237975 -5.65683018762951 -5.38010956337573 -4.64468745895508 -4.35399803309952 -5.25179713925229 -6.00852861440348 -6.12449618764065 -6.33130167442905 -6.51308755820461 -6.58669956639379 -6.61555815383924 -6.80034725853706 -6.92102568096764 -7.12002381954906 -7.14956195279563 -7.27369838453479 -7.26822750170795 -7.36870334430109 -7.19362291564275 -7.15884679556061 -7.40119734713725 -7.29392059204844 -7.27437254904322 -7.26140663486037 -7.18343497954266 -7.28804444938383 -7.23233864250843 -7.35492803374934 -7.31113741921819 -7.31992323913239 -7.38378745747224 -7.30806425994093 -7.37942339672271 -7.53396064623301 -7.52240263508594 -7.34892770896252 -7.43214415776306 -7.45169803161833 -7.41893939625058 -7.43294126501454 -7.48048660980453 -7.50680372236886 -7.43867524274834 -7.4710997321678 -7.52124063170556 -7.64026042404152 -7.69985703406464 -7.64465129643349 -7.71617011205092 -7.7764275679533 -7.59285324094815 -7.60687628681302 -7.69002874531979 -7.86249795783376 -7.7102126336064 -7.72842726277928 -7.90793230270721 -7.67743351406732 -7.87445300389916 -8.10415807049205 -8.0709680480752 -7.80732684404645 -8.11116417434129 -8.28921841349818 -8.23312315082286 -8.18660406437579 -8.64464955068947 -8.16572390231376 -8.34422261630724 -8.38042566020262
"24" -5.27155806445575 -5.27452701423015 -5.36190792976912 -5.43762748152811 -5.53208586129576 -5.44199077378162 -5.51538691762722 -5.51531802068641 -5.44626864663229 -5.62335073506834 -5.44976583578896 -5.47816501648389 -5.48351450375527 -4.54102708413699 -4.31142501263906 -5.2423567641974 -5.96640154429682 -6.09133271749695 -6.31525081790813 -6.40449621606729 -6.55458821971347 -6.58892862037813 -6.82286741809968 -6.98223207392946 -7.03089630476481 -7.18229731328569 -7.12016457233292 -7.14748488776601 -7.16510306891134 -7.17576883676586 -7.15288569505799 -7.41777644908451 -7.34506024359047 -7.33980186279057 -7.26176358219499 -7.22302289412938 -7.29047269059732 -7.06064007979754 -7.29046396279291 -7.28602612870803 -7.4430904709715 -7.30256895404093 -7.34230178732118 -7.29666175557573 -7.38973946405935 -7.38192973490473 -7.48013861549496 -7.42747964467869 -7.54671381310218 -7.57736674349344 -7.50966661029051 -7.53477183161505 -7.5064752231618 -7.47010905793546 -7.5018004052153 -7.57615679082076 -7.6504101705763 -7.58851392390923 -7.73579595648859 -7.62012445611999 -7.70420969234089 -7.65064616125405 -7.65856488495516 -7.89881505471783 -7.80360031191957 -7.68712533129871 -7.84537239986002 -7.97722725073318 -7.8034029959527 -7.70107146467214 -7.92798827852763 -7.99489700467904 -8.23128551685297 -8.19979115707073 -8.01164018429802 -8.11881300987163 -8.27299236242476 -8.11998505975256 -8.3843792815991 -8.31025358175227 -8.37905225782947
"25" -5.28217508508394 -5.28618984323104 -5.35499529039731 -5.34716797624347 -5.458735035695 -5.47168177210264 -5.53702286231337 -5.52188231821591 -5.56076516037392 -5.53702606861524 -5.55094666736331 -5.61283392304229 -5.38155741521323 -4.54317982634764 -4.14103131171789 -5.1938183293947 -5.94488194601923 -6.02073188359152 -6.30325886870648 -6.47558247773316 -6.56366788324452 -6.56334449750884 -6.74456419809238 -6.82419016661381 -6.96170317447155 -7.06463229922593 -7.19414082853812 -7.09648852853963 -7.13798842798496 -7.16191525082072 -7.23153850601796 -7.25665702040298 -7.2916339821795 -7.09701986891897 -7.42316077260916 -7.46288419908976 -7.2678026380392 -7.39881002472066 -7.38198661879843 -7.33413868544952 -7.41342040464545 -7.36402915346672 -7.43496530208716 -7.40736264957049 -7.42669282601515 -7.45256894619349 -7.40434406989473 -7.41044591121683 -7.48923938977532 -7.48774412211822 -7.36567786844814 -7.58085304123213 -7.45723690174051 -7.45282194597036 -7.4968023785171 -7.54629305262525 -7.57155827853381 -7.60231577958346 -7.56141468241181 -7.57042822721148 -7.68892228408499 -7.62733141034434 -7.64948738379602 -7.63643881858115 -7.65780314754376 -7.70099785116381 -7.73470735531972 -7.82372051410099 -7.87347295430431 -8.10341360493574 -7.94332456848887 -7.97733505329493 -7.95030494235495 -8.1846706444913 -8.18449540424153 -8.45116104064039 -8.12868851487138 -8.21192802895772 -8.2696350191519 -8.23724238432205 -8.26250916028733
"26" -5.30397915438637 -5.30627870649196 -5.34105711221749 -5.4447316367649 -5.42740962768768 -5.46478329559623 -5.57962281981115 -5.4634038019175 -5.50450358058182 -5.58967846348467 -5.45510597817485 -5.66930363184396 -5.39962650418134 -4.50588312624541 -4.0287779920042 -5.06475918111074 -5.8953408266917 -6.09394341887538 -6.21503390192265 -6.23176689661314 -6.44573706910586 -6.52019202672378 -6.70030333690162 -6.79890767642108 -6.85720104595579 -6.97724956577341 -7.02861039408544 -6.92437886235264 -7.17723686849978 -7.29216395188316 -7.1458464034248 -7.2807471252677 -7.25875212317643 -7.1542321598858 -7.33909144360014 -7.33594616008107 -7.36501451967383 -7.31423493817263 -7.3300809725252 -7.33898919335957 -7.33433535288037 -7.3508984542531 -7.41013541119898 -7.44086334258861 -7.53513844576608 -7.38127798988914 -7.33011550475524 -7.32555639347913 -7.49349480422794 -7.45458008618854 -7.47411100285629 -7.38787551296112 -7.3634714064224 -7.39197623252612 -7.42730213254411 -7.50812694030643 -7.52189571869275 -7.57299171387592 -7.62290814195814 -7.65096779377333 -7.58516218334937 -7.61132944214397 -7.54446812271957 -7.6755884862777 -7.60587763492232 -7.63505159961285 -7.80169109475753 -7.93852289294216 -7.79324113396541 -7.82275423860606 -7.88708121726762 -7.87148046372707 -7.89618060861549 -8.15749256960597 -8.11366104429185 -8.19729524662671 -8.31284041677099 -8.32493708088177 -8.22050012884389 -8.22003543806155 -8.20202659185055
"27" -5.34924934082618 -5.30189607424388 -5.43731909450295 -5.39905814358897 -5.49105427944776 -5.46077112448416 -5.50056376625277 -5.51430351344485 -5.49466680209017 -5.59525540744316 -5.49695903614923 -5.56245465314087 -5.56295608804707 -4.52486616712293 -4.03811354476187 -5.01990370926248 -5.85187213472032 -6.0242047731493 -6.19258383543531 -6.28469776221228 -6.42445666129758 -6.45547017023608 -6.72455942921823 -6.70896279432935 -6.83686820867628 -6.87826877275868 -6.90348495152821 -7.11301824822338 -7.05351266576459 -7.04551402907743 -7.10947308211451 -7.17729515407119 -7.26774214221262 -7.12899984191804 -7.35097801207811 -7.17244522605179 -7.21569914656882 -7.29857953128463 -7.20952297351682 -7.27184890497931 -7.24667909274845 -7.24885365955418 -7.31607345607271 -7.43638926639903 -7.34000463008569 -7.37119335224207 -7.44448316918616 -7.40815329403162 -7.47285610505374 -7.39648245006049 -7.45638433799893 -7.44661219005461 -7.46316341764007 -7.37144324403006 -7.43939951768354 -7.46719985981854 -7.53779180544798 -7.69011523006202 -7.45901633309269 -7.47558765899811 -7.49772390510889 -7.39008238149357 -7.54571334143732 -7.52938674978285 -7.58250508639476 -7.63449002381006 -7.55322265256152 -7.76657696053853 -7.73226971356981 -7.85363836688015 -7.96368502245653 -8.09066637293012 -8.01429247364985 -7.8500572147497 -8.16134628730721 -8.07366049172116 -8.07050712709936 -8.06494056958154 -8.31484966898749 -8.02290118093849 -8.29472748925774
"28" -5.2702392274724 -5.33759908720585 -5.40054877992682 -5.45934192069936 -5.46429990358144 -5.47197602973935 -5.58295835557751 -5.50013295291783 -5.54356625751265 -5.60287466364813 -5.46364687589963 -5.5554773801525 -5.38193384412321 -4.65683760099644 -4.03391858539964 -4.99697095511845 -5.92707756914421 -5.95073267766126 -6.20071643555628 -6.2560841082917 -6.44481239160275 -6.39386532188258 -6.66647713829497 -6.72031597271076 -6.81032579631959 -6.86987397516234 -6.96835374599475 -7.00790954241417 -7.12825740634412 -6.9892248795026 -7.11645028696586 -7.14041375011299 -7.15593532753004 -7.12637806033052 -7.20254606302697 -7.22551164365107 -7.1527718961739 -7.02884564616579 -7.24067954967801 -7.20683926100003 -7.28620434627401 -7.29001989503371 -7.20346780470176 -7.36125094788007 -7.37443037863111 -7.31649998577874 -7.43219254842664 -7.35775562443789 -7.36279150545553 -7.60271619650145 -7.38149430275454 -7.55231957183461 -7.46707180785832 -7.37161476380551 -7.4537344105635 -7.44633563961751 -7.44928405998884 -7.59503450930592 -7.52775616863739 -7.63508733919958 -7.45385926281451 -7.4480803085941 -7.52476290302271 -7.49699718390431 -7.42269731985167 -7.49270346038661 -7.5622231131874 -7.84614115419155 -7.74433127656752 -7.69222820459726 -7.894213045065 -7.84709695143702 -7.9154485658296 -7.99514170133566 -8.04768481578337 -8.08493405581295 -8.19647834098923 -8.00402728080897 -8.21342361839454 -8.06850531737589 -8.0347296043283
