"Year","ARDY","Cohort","ASFR","OpenInterval"
1979,35,1944,0.04081,FALSE
1979,36,1943,0.03285,FALSE
1979,37,1942,0.02537,FALSE
1979,38,1941,0.01946,FALSE
1979,39,1940,0.01404,FALSE
1979,40,1939,0.01057,FALSE
1979,41,1938,0.00688,FALSE
1979,42,1937,0.00482,FALSE
1979,43,1936,0.00302,FALSE
1979,44,1935,0.00136,FALSE
1979,45,1934,0.00056,FALSE
1979,46,1933,0.00036,FALSE
1979,47,1932,0.00011,FALSE
1979,48,1931,0,FALSE
1979,49,1930,2e-05,FALSE
1979,50,1929,0,FALSE
1979,51,1928,0,FALSE
1979,52,1927,0,FALSE
1979,53,1926,0,FALSE
1979,54,1925,0,FALSE
1979,55,1924,0,TRUE
1980,12,1968,0,TRUE
1980,13,1967,3e-05,FALSE
1980,14,1966,1e-04,FALSE
1980,15,1965,0.00053,FALSE
1980,16,1964,0.00174,FALSE
1980,17,1963,0.00695,FALSE
1980,18,1962,0.01658,FALSE
1980,19,1961,0.03303,FALSE
1980,20,1960,0.05389,FALSE
1980,21,1959,0.0708,FALSE
1980,22,1958,0.08836,FALSE
1980,23,1957,0.10438,FALSE
1980,24,1956,0.1183,FALSE
1980,25,1955,0.12535,FALSE
1980,26,1954,0.13117,FALSE
1980,27,1953,0.13139,FALSE
1980,28,1952,0.12776,FALSE
1980,29,1951,0.11648,FALSE
1980,30,1950,0.10378,FALSE
1980,31,1949,0.0916,FALSE
1980,32,1948,0.0762,FALSE
1980,33,1947,0.06428,FALSE
1980,34,1946,0.05316,FALSE
1980,35,1945,0.04106,FALSE
1980,36,1944,0.03399,FALSE
1980,37,1943,0.02661,FALSE
1980,38,1942,0.02008,FALSE
1980,39,1941,0.01504,FALSE
1980,40,1940,0.01022,FALSE
1980,41,1939,0.00754,FALSE
1980,42,1938,0.00439,FALSE
1980,43,1937,0.00242,FALSE
1980,44,1936,0.00157,FALSE
1980,45,1935,0.00084,FALSE
1980,46,1934,0.00024,FALSE
1980,47,1933,0.00012,FALSE
1980,48,1932,5e-05,FALSE
1980,49,1931,0,FALSE
1980,50,1930,0,FALSE
1980,51,1929,0,FALSE
1980,52,1928,0,FALSE
1980,53,1927,0,FALSE
1980,54,1926,0,FALSE
1980,55,1925,0,TRUE
1981,12,1969,0,TRUE
1981,13,1968,0,FALSE
1981,14,1967,5e-05,FALSE
1981,15,1966,0.00047,FALSE
1981,16,1965,0.00151,FALSE
1981,17,1964,0.00632,FALSE
1981,18,1963,0.01523,FALSE
1981,19,1962,0.02998,FALSE
1981,20,1961,0.04784,FALSE
1981,21,1960,0.06845,FALSE
1981,22,1959,0.08104,FALSE
1981,23,1958,0.10053,FALSE
1981,24,1957,0.11297,FALSE
1981,25,1956,0.12104,FALSE
1981,26,1955,0.12553,FALSE
1981,27,1954,0.12674,FALSE
1981,28,1953,0.12456,FALSE
1981,29,1952,0.1117,FALSE
1981,30,1951,0.10569,FALSE
1981,31,1950,0.09163,FALSE
1981,32,1949,0.07847,FALSE
1981,33,1948,0.06398,FALSE
1981,34,1947,0.0544,FALSE
1981,35,1946,0.04485,FALSE
1981,36,1945,0.03346,FALSE
1981,37,1944,0.02685,FALSE
1981,38,1943,0.01958,FALSE
1981,39,1942,0.01521,FALSE
1981,40,1941,0.01014,FALSE
1981,41,1940,0.00698,FALSE
1981,42,1939,0.00515,FALSE
1981,43,1938,0.00307,FALSE
1981,44,1937,0.00139,FALSE
1981,45,1936,0.00074,FALSE
1981,46,1935,3e-04,FALSE
1981,47,1934,5e-05,FALSE
1981,48,1933,0.00014,FALSE
1981,49,1932,0,FALSE
1981,50,1931,0,FALSE
1981,51,1930,0,FALSE
1981,52,1929,0,FALSE
1981,53,1928,0,FALSE
1981,54,1927,0,FALSE
1981,55,1926,0,TRUE
1982,12,1970,0,TRUE
1982,13,1969,0,FALSE
1982,14,1968,0.00011,FALSE
1982,15,1967,0.00034,FALSE
1982,16,1966,0.0015,FALSE
1982,17,1965,0.00547,FALSE
1982,18,1964,0.0126,FALSE
1982,19,1963,0.02679,FALSE
1982,20,1962,0.04819,FALSE
1982,21,1961,0.06213,FALSE
1982,22,1960,0.07983,FALSE
1982,23,1959,0.09383,FALSE
1982,24,1958,0.1074,FALSE
1982,25,1957,0.12044,FALSE
1982,26,1956,0.12604,FALSE
1982,27,1955,0.12642,FALSE
1982,28,1954,0.12546,FALSE
1982,29,1953,0.11521,FALSE
1982,30,1952,0.10404,FALSE
1982,31,1951,0.09332,FALSE
1982,32,1950,0.08066,FALSE
1982,33,1949,0.06859,FALSE
1982,34,1948,0.05567,FALSE
1982,35,1947,0.04451,FALSE
1982,36,1946,0.03589,FALSE
1982,37,1945,0.0271,FALSE
1982,38,1944,0.0204,FALSE
1982,39,1943,0.01594,FALSE
1982,40,1942,0.01046,FALSE
1982,41,1941,0.00754,FALSE
1982,42,1940,0.00479,FALSE
1982,43,1939,0.00291,FALSE
1982,44,1938,0.0015,FALSE
1982,45,1937,0.00095,FALSE
1982,46,1936,2e-04,FALSE
1982,47,1935,0.00028,FALSE
1982,48,1934,0.00012,FALSE
1982,49,1933,2e-05,FALSE
1982,50,1932,0,FALSE
1982,51,1931,2e-05,FALSE
1982,52,1930,0,FALSE
1982,53,1929,0,FALSE
1982,54,1928,0,FALSE
1982,55,1927,0,TRUE
1983,12,1971,0,TRUE
1983,13,1970,0,FALSE
1983,14,1969,2e-05,FALSE
1983,15,1968,0.00027,FALSE
1983,16,1967,0.00127,FALSE
1983,17,1966,0.00403,FALSE
1983,18,1965,0.0107,FALSE
1983,19,1964,0.02401,FALSE
1983,20,1963,0.04087,FALSE
1983,21,1962,0.05989,FALSE
1983,22,1961,0.07528,FALSE
1983,23,1960,0.09253,FALSE
1983,24,1959,0.10609,FALSE
1983,25,1958,0.11945,FALSE
1983,26,1957,0.12616,FALSE
1983,27,1956,0.12693,FALSE
1983,28,1955,0.1227,FALSE
1983,29,1954,0.11684,FALSE
1983,30,1953,0.10768,FALSE
1983,31,1952,0.09461,FALSE
1983,32,1951,0.08197,FALSE
1983,33,1950,0.06852,FALSE
1983,34,1949,0.05613,FALSE
1983,35,1948,0.04701,FALSE
1983,36,1947,0.03719,FALSE
1983,37,1946,0.02819,FALSE
1983,38,1945,0.0209,FALSE
1983,39,1944,0.01532,FALSE
1983,40,1943,0.01177,FALSE
1983,41,1942,0.00747,FALSE
1983,42,1941,0.00475,FALSE
1983,43,1940,0.00293,FALSE
1983,44,1939,0.00184,FALSE
1983,45,1938,0.00076,FALSE
1983,46,1937,0.00033,FALSE
1983,47,1936,0.00022,FALSE
1983,48,1935,2e-05,FALSE
1983,49,1934,2e-05,FALSE
1983,50,1933,2e-05,FALSE
1983,51,1932,0,FALSE
1983,52,1931,2e-05,FALSE
1983,53,1930,0,FALSE
1983,54,1929,0,FALSE
1983,55,1928,0,TRUE
1984,12,1972,0,TRUE
1984,13,1971,0,FALSE
1984,14,1970,2e-05,FALSE
1984,15,1969,0.00025,FALSE
1984,16,1968,0.00077,FALSE
1984,17,1967,0.00331,FALSE
1984,18,1966,0.00923,FALSE
1984,19,1965,0.02161,FALSE
1984,20,1964,0.03798,FALSE
1984,21,1963,0.05732,FALSE
1984,22,1962,0.07527,FALSE
1984,23,1961,0.0874,FALSE
1984,24,1960,0.10585,FALSE
1984,25,1959,0.11876,FALSE
1984,26,1958,0.13053,FALSE
1984,27,1957,0.13155,FALSE
1984,28,1956,0.12904,FALSE
1984,29,1955,0.12168,FALSE
1984,30,1954,0.11198,FALSE
1984,31,1953,0.10386,FALSE
1984,32,1952,0.08651,FALSE
1984,33,1951,0.07237,FALSE
1984,34,1950,0.059,FALSE
1984,35,1949,0.04973,FALSE
1984,36,1948,0.04014,FALSE
1984,37,1947,0.03085,FALSE
1984,38,1946,0.02276,FALSE
1984,39,1945,0.0175,FALSE
1984,40,1944,0.01234,FALSE
1984,41,1943,0.0081,FALSE
1984,42,1942,0.00551,FALSE
1984,43,1941,0.00325,FALSE
1984,44,1940,0.00226,FALSE
1984,45,1939,0.00065,FALSE
1984,46,1938,0.00051,FALSE
1984,47,1937,2e-04,FALSE
1984,48,1936,9e-05,FALSE
1984,49,1935,0,FALSE
1984,50,1934,0,FALSE
1984,51,1933,0,FALSE
1984,52,1932,0,FALSE
1984,53,1931,0,FALSE
1984,54,1930,0,FALSE
1984,55,1929,0,TRUE
1985,12,1973,0,TRUE
1985,13,1972,0,FALSE
1985,14,1971,4e-05,FALSE
1985,15,1970,0.00026,FALSE
1985,16,1969,0.00097,FALSE
1985,17,1968,0.00377,FALSE
1985,18,1967,0.00947,FALSE
1985,19,1966,0.02132,FALSE
1985,20,1965,0.03925,FALSE
1985,21,1964,0.05603,FALSE
1985,22,1963,0.0747,FALSE
1985,23,1962,0.09089,FALSE
1985,24,1961,0.10883,FALSE
1985,25,1960,0.12521,FALSE
1985,26,1959,0.1331,FALSE
1985,27,1958,0.13706,FALSE
1985,28,1957,0.1363,FALSE
1985,29,1956,0.12912,FALSE
1985,30,1955,0.11977,FALSE
1985,31,1954,0.10737,FALSE
1985,32,1953,0.09389,FALSE
1985,33,1952,0.07958,FALSE
1985,34,1951,0.06488,FALSE
1985,35,1950,0.05334,FALSE
1985,36,1949,0.04484,FALSE
1985,37,1948,0.03232,FALSE
1985,38,1947,0.02518,FALSE
1985,39,1946,0.0185,FALSE
1985,40,1945,0.013,FALSE
1985,41,1944,0.00898,FALSE
1985,42,1943,0.00574,FALSE
1985,43,1942,0.00341,FALSE
1985,44,1941,0.00195,FALSE
1985,45,1940,0.00109,FALSE
1985,46,1939,0.00039,FALSE
1985,47,1938,0.00013,FALSE
1985,48,1937,4e-05,FALSE
1985,49,1936,5e-05,FALSE
1985,50,1935,2e-05,FALSE
1985,51,1934,0,FALSE
1985,52,1933,0,FALSE
1985,53,1932,0,FALSE
1985,54,1931,0,FALSE
1985,55,1930,0,TRUE
1986,12,1974,0,TRUE
1986,13,1973,0,FALSE
1986,14,1972,0.00013,FALSE
1986,15,1971,0.00032,FALSE
1986,16,1970,0.00117,FALSE
1986,17,1969,0.00395,FALSE
1986,18,1968,0.00993,FALSE
1986,19,1967,0.02248,FALSE
1986,20,1966,0.03849,FALSE
1986,21,1965,0.05729,FALSE
1986,22,1964,0.0765,FALSE
1986,23,1963,0.09455,FALSE
1986,24,1962,0.11,FALSE
1986,25,1961,0.12585,FALSE
1986,26,1960,0.13792,FALSE
1986,27,1959,0.14085,FALSE
1986,28,1958,0.13989,FALSE
1986,29,1957,0.13561,FALSE
1986,30,1956,0.12486,FALSE
1986,31,1955,0.11117,FALSE
1986,32,1954,0.09515,FALSE
1986,33,1953,0.08369,FALSE
1986,34,1952,0.07062,FALSE
1986,35,1951,0.05828,FALSE
1986,36,1950,0.04523,FALSE
1986,37,1949,0.03586,FALSE
1986,38,1948,0.02613,FALSE
1986,39,1947,0.0195,FALSE
1986,40,1946,0.01311,FALSE
1986,41,1945,0.00869,FALSE
1986,42,1944,0.00607,FALSE
1986,43,1943,0.00384,FALSE
1986,44,1942,0.00183,FALSE
1986,45,1941,0.00094,FALSE
1986,46,1940,0.00048,FALSE
1986,47,1939,0.00012,FALSE
1986,48,1938,0,FALSE
1986,49,1937,0,FALSE
1986,50,1936,5e-05,FALSE
1986,51,1935,0,FALSE
1986,52,1934,0,FALSE
1986,53,1933,0,FALSE
1986,54,1932,0,FALSE
1986,55,1931,2e-05,TRUE
1987,12,1975,0,TRUE
1987,13,1974,0,FALSE
1987,14,1973,4e-05,FALSE
1987,15,1972,0.00029,FALSE
1987,16,1971,0.00101,FALSE
1987,17,1970,0.0045,FALSE
1987,18,1969,0.00917,FALSE
1987,19,1968,0.02196,FALSE
1987,20,1967,0.03898,FALSE
1987,21,1966,0.05486,FALSE
1987,22,1965,0.07761,FALSE
1987,23,1964,0.09624,FALSE
1987,24,1963,0.11039,FALSE
1987,25,1962,0.12499,FALSE
1987,26,1961,0.13671,FALSE
1987,27,1960,0.14236,FALSE
1987,28,1959,0.14478,FALSE
1987,29,1958,0.14086,FALSE
1987,30,1957,0.13183,FALSE
1987,31,1956,0.11695,FALSE
1987,32,1955,0.10451,FALSE
1987,33,1954,0.08679,FALSE
1987,34,1953,0.07265,FALSE
1987,35,1952,0.05917,FALSE
1987,36,1951,0.0473,FALSE
1987,37,1950,0.03725,FALSE
1987,38,1949,0.02603,FALSE
1987,39,1948,0.02055,FALSE
1987,40,1947,0.01435,FALSE
1987,41,1946,0.00925,FALSE
1987,42,1945,0.00558,FALSE
1987,43,1944,0.00403,FALSE
1987,44,1943,0.00234,FALSE
1987,45,1942,0.00112,FALSE
1987,46,1941,0.00036,FALSE
1987,47,1940,0.00021,FALSE
1987,48,1939,2e-05,FALSE
1987,49,1938,2e-05,FALSE
1987,50,1937,0,FALSE
1987,51,1936,0,FALSE
1987,52,1935,0,FALSE
1987,53,1934,0,FALSE
1987,54,1933,0,FALSE
1987,55,1932,0,TRUE
1988,12,1976,0,TRUE
1988,13,1975,0,FALSE
1988,14,1974,7e-05,FALSE
1988,15,1973,2e-04,FALSE
1988,16,1972,0.00139,FALSE
1988,17,1971,0.00425,FALSE
1988,18,1970,0.01015,FALSE
1988,19,1969,0.02327,FALSE
1988,20,1968,0.04188,FALSE
1988,21,1967,0.05979,FALSE
1988,22,1966,0.08095,FALSE
1988,23,1965,0.10226,FALSE
1988,24,1964,0.11774,FALSE
1988,25,1963,0.13541,FALSE
1988,26,1962,0.14734,FALSE
1988,27,1961,0.15109,FALSE
1988,28,1960,0.15229,FALSE
1988,29,1959,0.14833,FALSE
1988,30,1958,0.14014,FALSE
1988,31,1957,0.12536,FALSE
1988,32,1956,0.10717,FALSE
1988,33,1955,0.09277,FALSE
1988,34,1954,0.07616,FALSE
1988,35,1953,0.06508,FALSE
1988,36,1952,0.05085,FALSE
1988,37,1951,0.03958,FALSE
1988,38,1950,0.03169,FALSE
1988,39,1949,0.02228,FALSE
1988,40,1948,0.01584,FALSE
1988,41,1947,0.01039,FALSE
1988,42,1946,0.00643,FALSE
1988,43,1945,0.00361,FALSE
1988,44,1944,0.00215,FALSE
1988,45,1943,0.00117,FALSE
1988,46,1942,0.00036,FALSE
1988,47,1941,2e-04,FALSE
1988,48,1940,2e-05,FALSE
1988,49,1939,2e-05,FALSE
1988,50,1938,0,FALSE
1988,51,1937,0,FALSE
1988,52,1936,0,FALSE
1988,53,1935,2e-05,FALSE
1988,54,1934,0,FALSE
1988,55,1933,0,TRUE
1989,12,1977,0,TRUE
1989,13,1976,0,FALSE
1989,14,1975,0,FALSE
1989,15,1974,0.00024,FALSE
1989,16,1973,0.00161,FALSE
1989,17,1972,0.0049,FALSE
1989,18,1971,0.01147,FALSE
1989,19,1970,0.02634,FALSE
1989,20,1969,0.0444,FALSE
1989,21,1968,0.06182,FALSE
1989,22,1967,0.08335,FALSE
1989,23,1966,0.10012,FALSE
1989,24,1965,0.12161,FALSE
1989,25,1964,0.13459,FALSE
1989,26,1963,0.14944,FALSE
1989,27,1962,0.15118,FALSE
1989,28,1961,0.15497,FALSE
1989,29,1960,0.15254,FALSE
1989,30,1959,0.14088,FALSE
1989,31,1958,0.12963,FALSE
1989,32,1957,0.11006,FALSE
1989,33,1956,0.0965,FALSE
1989,34,1955,0.0803,FALSE
1989,35,1954,0.06794,FALSE
1989,36,1953,0.05509,FALSE
1989,37,1952,0.04263,FALSE
1989,38,1951,0.03226,FALSE
1989,39,1950,0.02477,FALSE
1989,40,1949,0.01629,FALSE
1989,41,1948,0.01125,FALSE
1989,42,1947,0.00717,FALSE
1989,43,1946,0.00375,FALSE
1989,44,1945,0.00201,FALSE
1989,45,1944,0.00095,FALSE
1989,46,1943,0.00057,FALSE
1989,47,1942,0.00023,FALSE
1989,48,1941,6e-05,FALSE
1989,49,1940,0,FALSE
1989,50,1939,0,FALSE
1989,51,1938,0,FALSE
1989,52,1937,0,FALSE
1989,53,1936,0,FALSE
1989,54,1935,0,FALSE
1989,55,1934,0,TRUE
1990,12,1978,0,TRUE
1990,13,1977,2e-05,FALSE
1990,14,1976,6e-05,FALSE
1990,15,1975,0.00046,FALSE
1990,16,1974,0.00156,FALSE
1990,17,1973,0.00524,FALSE
1990,18,1972,0.01282,FALSE
1990,19,1971,0.0276,FALSE
1990,20,1970,0.04779,FALSE
1990,21,1969,0.06622,FALSE
1990,22,1968,0.08693,FALSE
1990,23,1967,0.10923,FALSE
1990,24,1966,0.12577,FALSE
1990,25,1965,0.14378,FALSE
1990,26,1964,0.15563,FALSE
1990,27,1963,0.16002,FALSE
1990,28,1962,0.16226,FALSE
1990,29,1961,0.15568,FALSE
1990,30,1960,0.1476,FALSE
1990,31,1959,0.1376,FALSE
1990,32,1958,0.12076,FALSE
1990,33,1957,0.10331,FALSE
1990,34,1956,0.08613,FALSE
1990,35,1955,0.07316,FALSE
1990,36,1954,0.05883,FALSE
1990,37,1953,0.04583,FALSE
1990,38,1952,0.03407,FALSE
1990,39,1951,0.02555,FALSE
1990,40,1950,0.01833,FALSE
1990,41,1949,0.01212,FALSE
1990,42,1948,0.00775,FALSE
1990,43,1947,0.00444,FALSE
1990,44,1946,0.00252,FALSE
1990,45,1945,0.00094,FALSE
1990,46,1944,0.00041,FALSE
1990,47,1943,0.00023,FALSE
1990,48,1942,9e-05,FALSE
1990,49,1941,4e-05,FALSE
1990,50,1940,0,FALSE
1990,51,1939,0,FALSE
1990,52,1938,2e-05,FALSE
1990,53,1937,0,FALSE
1990,54,1936,0,FALSE
1990,55,1935,0,TRUE
1991,12,1979,0,TRUE
1991,13,1978,0,FALSE
1991,14,1977,1e-04,FALSE
1991,15,1976,0.00028,FALSE
1991,16,1975,0.0017,FALSE
1991,17,1974,0.00445,FALSE
1991,18,1973,0.01228,FALSE
1991,19,1972,0.02527,FALSE
1991,20,1971,0.04365,FALSE
1991,21,1970,0.06303,FALSE
1991,22,1969,0.08136,FALSE
1991,23,1968,0.10289,FALSE
1991,24,1967,0.12219,FALSE
1991,25,1966,0.13763,FALSE
1991,26,1965,0.15244,FALSE
1991,27,1964,0.15738,FALSE
1991,28,1963,0.1629,FALSE
1991,29,1962,0.15458,FALSE
1991,30,1961,0.14864,FALSE
1991,31,1960,0.13609,FALSE
1991,32,1959,0.12122,FALSE
1991,33,1958,0.10476,FALSE
1991,34,1957,0.08819,FALSE
1991,35,1956,0.07451,FALSE
1991,36,1955,0.05962,FALSE
1991,37,1954,0.04719,FALSE
1991,38,1953,0.03533,FALSE
1991,39,1952,0.02744,FALSE
1991,40,1951,0.01863,FALSE
1991,41,1950,0.01282,FALSE
1991,42,1949,0.00756,FALSE
1991,43,1948,0.00525,FALSE
1991,44,1947,0.00226,FALSE
1991,45,1946,0.00115,FALSE
1991,46,1945,0.00059,FALSE
1991,47,1944,0.00022,FALSE
1991,48,1943,5e-05,FALSE
1991,49,1942,4e-05,FALSE
1991,50,1941,2e-05,FALSE
1991,51,1940,0,FALSE
1991,52,1939,0,FALSE
1991,53,1938,0,FALSE
1991,54,1937,0,FALSE
1991,55,1936,0,TRUE
1992,12,1980,0,TRUE
1992,13,1979,2e-05,FALSE
1992,14,1978,6e-05,FALSE
1992,15,1977,0.00031,FALSE
1992,16,1976,0.00139,FALSE
1992,17,1975,0.00466,FALSE
1992,18,1974,0.01005,FALSE
1992,19,1973,0.02151,FALSE
1992,20,1972,0.03942,FALSE
1992,21,1971,0.05772,FALSE
1992,22,1970,0.07877,FALSE
1992,23,1969,0.099,FALSE
1992,24,1968,0.11828,FALSE
1992,25,1967,0.13621,FALSE
1992,26,1966,0.14637,FALSE
1992,27,1965,0.15425,FALSE
1992,28,1964,0.15515,FALSE
1992,29,1963,0.15405,FALSE
1992,30,1962,0.14503,FALSE
1992,31,1961,0.13536,FALSE
1992,32,1960,0.12256,FALSE
1992,33,1959,0.10703,FALSE
1992,34,1958,0.08981,FALSE
1992,35,1957,0.07572,FALSE
1992,36,1956,0.06173,FALSE
1992,37,1955,0.04702,FALSE
1992,38,1954,0.03889,FALSE
1992,39,1953,0.0278,FALSE
1992,40,1952,0.0182,FALSE
1992,41,1951,0.01348,FALSE
1992,42,1950,0.00809,FALSE
1992,43,1949,0.00455,FALSE
1992,44,1948,0.00257,FALSE
1992,45,1947,0.00143,FALSE
1992,46,1946,0.00043,FALSE
1992,47,1945,0.00038,FALSE
1992,48,1944,8e-05,FALSE
1992,49,1943,5e-05,FALSE
1992,50,1942,0,FALSE
1992,51,1941,0,FALSE
1992,52,1940,0,FALSE
1992,53,1939,0,FALSE
1992,54,1938,0,FALSE
1992,55,1937,0,TRUE
1993,12,1981,0,TRUE
1993,13,1980,0,FALSE
1993,14,1979,6e-05,FALSE
1993,15,1978,0.00032,FALSE
1993,16,1977,0.00122,FALSE
1993,17,1976,0.00438,FALSE
1993,18,1975,0.00921,FALSE
1993,19,1974,0.02027,FALSE
1993,20,1973,0.03562,FALSE
1993,21,1972,0.05425,FALSE
1993,22,1971,0.07057,FALSE
1993,23,1970,0.09081,FALSE
1993,24,1969,0.10912,FALSE
1993,25,1968,0.1246,FALSE
1993,26,1967,0.14194,FALSE
1993,27,1966,0.14755,FALSE
1993,28,1965,0.14876,FALSE
1993,29,1964,0.14841,FALSE
1993,30,1963,0.14184,FALSE
1993,31,1962,0.13037,FALSE
1993,32,1961,0.11954,FALSE
1993,33,1960,0.10162,FALSE
1993,34,1959,0.08702,FALSE
1993,35,1958,0.0738,FALSE
1993,36,1957,0.06163,FALSE
1993,37,1956,0.04547,FALSE
1993,38,1955,0.03719,FALSE
1993,39,1954,0.0269,FALSE
1993,40,1953,0.01924,FALSE
1993,41,1952,0.01363,FALSE
1993,42,1951,0.0076,FALSE
1993,43,1950,0.00522,FALSE
1993,44,1949,0.00241,FALSE
1993,45,1948,0.00098,FALSE
1993,46,1947,0.00046,FALSE
1993,47,1946,0.00022,FALSE
1993,48,1945,3e-05,FALSE
1993,49,1944,3e-05,FALSE
1993,50,1943,2e-05,FALSE
1993,51,1942,0,FALSE
1993,52,1941,4e-05,FALSE
1993,53,1940,0,FALSE
1993,54,1939,0,FALSE
1993,55,1938,0,TRUE
1994,12,1982,0,TRUE
1994,13,1981,0,FALSE
1994,14,1980,2e-05,FALSE
1994,15,1979,0.00026,FALSE
1994,16,1978,0.00112,FALSE
1994,17,1977,0.00413,FALSE
1994,18,1976,0.00818,FALSE
1994,19,1975,0.01897,FALSE
1994,20,1974,0.03116,FALSE
1994,21,1973,0.04618,FALSE
1994,22,1972,0.06368,FALSE
1994,23,1971,0.08095,FALSE
1994,24,1970,0.10061,FALSE
1994,25,1969,0.11794,FALSE
1994,26,1968,0.13219,FALSE
1994,27,1967,0.13982,FALSE
1994,28,1966,0.14562,FALSE
1994,29,1965,0.14288,FALSE
1994,30,1964,0.13684,FALSE
1994,31,1963,0.12375,FALSE
1994,32,1962,0.11326,FALSE
1994,33,1961,0.09824,FALSE
1994,34,1960,0.08372,FALSE
1994,35,1959,0.0725,FALSE
1994,36,1958,0.06011,FALSE
1994,37,1957,0.04865,FALSE
1994,38,1956,0.03584,FALSE
1994,39,1955,0.02691,FALSE
1994,40,1954,0.01909,FALSE
1994,41,1953,0.01274,FALSE
1994,42,1952,0.00793,FALSE
1994,43,1951,0.00512,FALSE
1994,44,1950,0.00257,FALSE
1994,45,1949,0.001,FALSE
1994,46,1948,6e-04,FALSE
1994,47,1947,0.00024,FALSE
1994,48,1946,4e-05,FALSE
1994,49,1945,0,FALSE
1994,50,1944,5e-05,FALSE
1994,51,1943,0,FALSE
1994,52,1942,0,FALSE
1994,53,1941,0,FALSE
1994,54,1940,0,FALSE
1994,55,1939,0,TRUE
1995,12,1983,0,TRUE
1995,13,1982,0,FALSE
1995,14,1981,2e-05,FALSE
1995,15,1980,0.00044,FALSE
1995,16,1979,0.00118,FALSE
1995,17,1978,0.00358,FALSE
1995,18,1977,0.00792,FALSE
1995,19,1976,0.01674,FALSE
1995,20,1975,0.02824,FALSE
1995,21,1974,0.04263,FALSE
1995,22,1973,0.05794,FALSE
1995,23,1972,0.07373,FALSE
1995,24,1971,0.08796,FALSE
1995,25,1970,0.10396,FALSE
1995,26,1969,0.11841,FALSE
1995,27,1968,0.12974,FALSE
1995,28,1967,0.1322,FALSE
1995,29,1966,0.13151,FALSE
1995,30,1965,0.1237,FALSE
1995,31,1964,0.11551,FALSE
1995,32,1963,0.10495,FALSE
1995,33,1962,0.09449,FALSE
1995,34,1961,0.07847,FALSE
1995,35,1960,0.07023,FALSE
1995,36,1959,0.05563,FALSE
1995,37,1958,0.04418,FALSE
1995,38,1957,0.03553,FALSE
1995,39,1956,0.02562,FALSE
1995,40,1955,0.01777,FALSE
1995,41,1954,0.01205,FALSE
1995,42,1953,0.00787,FALSE
1995,43,1952,0.00438,FALSE
1995,44,1951,0.00249,FALSE
1995,45,1950,0.00106,FALSE
1995,46,1949,0.00052,FALSE
1995,47,1948,0.00015,FALSE
1995,48,1947,9e-05,FALSE
1995,49,1946,4e-05,FALSE
1995,50,1945,2e-05,FALSE
1995,51,1944,0,FALSE
1995,52,1943,0,FALSE
1995,53,1942,0,FALSE
1995,54,1941,0,FALSE
1995,55,1940,0,TRUE
1996,12,1984,0,TRUE
1996,13,1983,0,FALSE
1996,14,1982,4e-05,FALSE
1996,15,1981,0.00025,FALSE
1996,16,1980,0.0012,FALSE
1996,17,1979,0.0034,FALSE
1996,18,1978,0.00781,FALSE
1996,19,1977,0.01489,FALSE
1996,20,1976,0.02585,FALSE
1996,21,1975,0.03937,FALSE
1996,22,1974,0.05009,FALSE
1996,23,1973,0.06245,FALSE
1996,24,1972,0.07894,FALSE
1996,25,1971,0.09091,FALSE
1996,26,1970,0.11019,FALSE
1996,27,1969,0.11777,FALSE
1996,28,1968,0.11912,FALSE
1996,29,1967,0.12136,FALSE
1996,30,1966,0.11866,FALSE
1996,31,1965,0.10914,FALSE
1996,32,1964,0.10158,FALSE
1996,33,1963,0.08649,FALSE
1996,34,1962,0.07545,FALSE
1996,35,1961,0.06417,FALSE
1996,36,1960,0.05331,FALSE
1996,37,1959,0.04397,FALSE
1996,38,1958,0.03271,FALSE
1996,39,1957,0.02462,FALSE
1996,40,1956,0.01837,FALSE
1996,41,1955,0.01201,FALSE
1996,42,1954,0.00693,FALSE
1996,43,1953,0.00489,FALSE
1996,44,1952,0.00249,FALSE
1996,45,1951,0.00099,FALSE
1996,46,1950,0.00063,FALSE
1996,47,1949,0.00027,FALSE
1996,48,1948,5e-05,FALSE
1996,49,1947,2e-05,FALSE
1996,50,1946,0,FALSE
1996,51,1945,2e-05,FALSE
1996,52,1944,0,FALSE
1996,53,1943,0,FALSE
1996,54,1942,0,FALSE
1996,55,1941,0,TRUE
1997,12,1985,0,TRUE
1997,13,1984,2e-05,FALSE
1997,14,1983,0,FALSE
1997,15,1982,0.00023,FALSE
1997,16,1981,0.00129,FALSE
1997,17,1980,0.00363,FALSE
1997,18,1979,0.0067,FALSE
1997,19,1978,0.01338,FALSE
1997,20,1977,0.02366,FALSE
1997,21,1976,0.03403,FALSE
1997,22,1975,0.04772,FALSE
1997,23,1974,0.05866,FALSE
1997,24,1973,0.07217,FALSE
1997,25,1972,0.08662,FALSE
1997,26,1971,0.09931,FALSE
1997,27,1970,0.10755,FALSE
1997,28,1969,0.12081,FALSE
1997,29,1968,0.11897,FALSE
1997,30,1967,0.11171,FALSE
1997,31,1966,0.10723,FALSE
1997,32,1965,0.09644,FALSE
1997,33,1964,0.08463,FALSE
1997,34,1963,0.07397,FALSE
1997,35,1962,0.06307,FALSE
1997,36,1961,0.05032,FALSE
1997,37,1960,0.04298,FALSE
1997,38,1959,0.03273,FALSE
1997,39,1958,0.02403,FALSE
1997,40,1957,0.01706,FALSE
1997,41,1956,0.0122,FALSE
